"name","plataform","metascore","metascore_reviews","metascore_norm","metascore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Tropico 5 Penultimate Edition","Xbox One",75,10,7.5,"ALTO",2016-05-24,"Strategy/Management/Government","Strategy",1,"metascore"
"Evolve","Xbox One",74,31,7.4,"MEDIO",2015-02-10,"Action/Shooter/First-Person/Sci-Fi/Arcade","Action",0,"metascore"
"Minit","Xbox One",74,8,7.4,"MEDIO",2018-04-03,"Adventure/General","Adventure",0,"metascore"
"Resident Evil: Revelations 2 - Episode 2: Contemplation","Xbox One",74,11,7.4,"MEDIO",2015-03-04,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Dance Central Spotlight","Xbox One",74,19,7.4,"MEDIO",2014-09-02,"Action/Miscellaneous/Rhythm/Dancing","Action",1,"metascore"
"Onimusha: Warlords","Xbox One",74,15,7.4,"MEDIO",2019-01-15,"Action Adventure/General","Action Adventure",0,"metascore"
"Tom Clancy's Rainbow Six Siege","Xbox One",74,24,7.4,"MEDIO",2015-12-01,"Modern/Action/Shooter/First-Person/Tactical","Modern",0,"metascore"
"Need for Speed Heat","Xbox One",74,29,7.4,"MEDIO",2019-11-08,"Racing/Arcade/Automobile","Racing",0,"metascore"
"A Hat in Time","Xbox One",74,17,7.4,"MEDIO",2017-12-06,"Action/Platformer/3D","Action",0,"metascore"
"The Escapists","Xbox One",74,31,7.4,"MEDIO",2015-02-13,"Action/General","Action",0,"metascore"
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue","Xbox One",74,12,7.4,"MEDIO",2017-04-18,"Action/Adventure/General/3D/Third-Person","Action",0,"metascore"
"Life is Strange 2: Episode 2 - Rules","Xbox One",74,7,7.4,"MEDIO",2019-01-24,"Action Adventure/General","Action Adventure",0,"metascore"
"The Surge","Xbox One",74,17,7.4,"MEDIO",2017-05-16,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Grow Up","Xbox One",74,8,7.4,"MEDIO",2016-08-16,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Gigantic","Xbox One",74,12,7.4,"MEDIO",2017-07-20,"Strategy/Real-Time/MOBA","Strategy",1,"metascore"
"Life is Strange: Episode 4 - Dark Room","Xbox One",74,11,7.4,"MEDIO",2015-07-28,"Action Adventure/General","Action Adventure",0,"metascore"
"Snake Pass","Xbox One",74,18,7.4,"MEDIO",2017-03-29,"Action Adventure/Puzzle/Action/General","Action Adventure",0,"metascore"
"Super Cloudbuilt","Xbox One",74,8,7.4,"MEDIO",2017-07-28,"Action Adventure/General","Action Adventure",0,"metascore"
"Resident Evil: Revelations 2 - Episode 4: Metamorphosis","Xbox One",74,10,7.4,"MEDIO",2015-03-18,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Shadow Complex Remastered","Xbox One",74,14,7.4,"MEDIO",2016-03-16,"Action/Shooter/Third-Person/Arcade","Action",1,"metascore"
"LEGO Marvel Super Heroes 2","Xbox One",74,18,7.4,"MEDIO",2017-11-14,"Action/Platformer/3D","Action",0,"metascore"
"Tachyon Project","Xbox One",74,11,7.4,"MEDIO",2015-07-15,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"metascore"
"Attack on Titan 2","Xbox One",74,10,7.4,"MEDIO",2018-03-20,"Action/General","Action",0,"metascore"
"Roundabout","Xbox One",74,10,7.4,"MEDIO",2015-02-20,"Driving/Racing/Arcade/Mission-based/Automobile","Driving",1,"metascore"
"Anarcute","Xbox One",74,10,7.4,"MEDIO",2016-07-12,"Action/General","Action",1,"metascore"
"Shadow Warrior","Xbox One",74,14,7.4,"MEDIO",2014-10-21,"Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade","Action",0,"metascore"
"Attack on Titan 2: Final Battle","Xbox One",74,7,7.4,"MEDIO",2019-07-05,"Action/General","Action",0,"metascore"
"Blues and Bullets - Episode 2: Shaking The Hive","Xbox One",74,7,7.4,"MEDIO",2016-04-08,"Action Adventure/General","Action Adventure",1,"metascore"
"Dying Light","Xbox One",74,26,7.4,"MEDIO",2015-01-27,"Horror/Action Adventure/Horror/Survival","Horror",0,"metascore"
"The Flame in the Flood","Xbox One",74,22,7.4,"MEDIO",2016-02-24,"Action Adventure/General/Survival","Action Adventure",1,"metascore"
"LEGO The Incredibles","Xbox One",74,9,7.4,"MEDIO",2018-06-15,"Action Adventure/General/Open-World","Action Adventure",0,"metascore"
"LEGO Batman 3: Beyond Gotham","Xbox One",74,25,7.4,"MEDIO",2014-11-11,"Action Adventure/General/Modern","Action Adventure",0,"metascore"
"NASCAR Heat 4","Xbox One",74,7,7.4,"MEDIO",2019-09-10,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Bomber Crew","Xbox One",74,7,7.4,"MEDIO",2018-07-10,"Simulation/Flight/Combat","Simulation",1,"metascore"
"Fallout 4: Automatron","Xbox One",74,11,7.4,"MEDIO",2016-03-22,"Role-Playing/Western-Style","Role-Playing",0,"metascore"
"Mega Coin Squad","Xbox One",74,9,7.4,"MEDIO",2015-05-20,"Action/Platformer/2D","Action",1,"metascore"
"Destiny 2: Shadowkeep","Xbox One",73,10,7.3,"MEDIO",2019-10-01,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Just Dance 2017","Xbox One",73,7,7.3,"MEDIO",2016-10-25,"Action/Rhythm/Dancing","Action",0,"metascore"
"Jotun: Valhalla Edition","Xbox One",73,13,7.3,"MEDIO",2016-09-09,"Action/General","Action",0,"metascore"
"Project Spark","Xbox One",73,26,7.3,"MEDIO",2014-03-04,"General/Action/Action Adventure/General/Sandbox","General",1,"metascore"
"Life is Strange: Episode 2 - Out of Time","Xbox One",73,9,7.3,"MEDIO",2015-03-25,"Action Adventure/General","Action Adventure",0,"metascore"
"Titanfall: Expedition","Xbox One",73,10,7.3,"MEDIO",2014-05-15,"Action/Shooter/First-Person/Sci-Fi/Arcade","Action",1,"metascore"
"Vasara Collection","Xbox One",73,7,7.3,"MEDIO",2019-08-14,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Sega Genesis Classics","Xbox One",73,12,7.3,"MEDIO",2018-05-29,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"LEGO Harry Potter Collection","Xbox One",73,8,7.3,"MEDIO",2018-10-30,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Chariot","Xbox One",73,14,7.3,"MEDIO",2014-10-01,"Action/Platformer/2D","Action",0,"metascore"
"Life is Strange 2: Episode 3 - Wastelands","Xbox One",73,7,7.3,"MEDIO",2019-05-09,"Action Adventure/General","Action Adventure",0,"metascore"
"State of Mind","Xbox One",73,11,7.3,"MEDIO",2018-08-15,"Action Adventure/Adventure/General/3D/Third-Person","Action Adventure",0,"metascore"
"Stela","Xbox One",73,18,7.3,"MEDIO",2019-10-17,"Action/Platformer/2D","Action",1,"metascore"
"Batman: The Telltale Series - Episode 3: New World Order","Xbox One",73,7,7.3,"MEDIO",2016-10-25,"Adventure/Point-and-Click","Adventure",0,"metascore"
"Saints Row IV: Re-Elected","Xbox One",73,7,7.3,"MEDIO",2015-01-20,"Action Adventure/Modern/Open-World","Action Adventure",0,"metascore"
"Mulaka","Xbox One",73,11,7.3,"MEDIO",2018-03-02,"Action Adventure/General","Action Adventure",0,"metascore"
"Human: Fall Flat","Xbox One",73,11,7.3,"MEDIO",2017-05-12,"Action Adventure/General","Action Adventure",0,"metascore"
"Resident Evil: Revelations 2 - Episode 3: Judgment","Xbox One",73,11,7.3,"MEDIO",2015-03-11,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Sparklite","Xbox One",73,7,7.3,"MEDIO",2019-11-15,"Action Adventure/General","Action Adventure",0,"metascore"
"Team Sonic Racing","Xbox One",73,13,7.3,"MEDIO",2019-05-21,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Sniper Elite V2 Remastered","Xbox One",73,14,7.3,"MEDIO",2019-05-14,"Action/Shooter/Third-Person/Tactical","Action",0,"metascore"
"Dragon Ball: Xenoverse 2","Xbox One",73,9,7.3,"MEDIO",2016-10-25,"Action/Fighting/3D","Action",0,"metascore"
"Warhammer: Chaosbane","Xbox One",73,11,7.3,"MEDIO",2019-05-31,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Destiny: Rise of Iron","Xbox One",73,16,7.3,"MEDIO",2016-09-20,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"The Sojourn","Xbox One",73,9,7.3,"MEDIO",2019-09-20,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Resident Evil: Revelations 2 - Episode 1: Penal Colony","Xbox One",73,16,7.3,"MEDIO",2015-02-25,"Action Adventure/Survival","Action Adventure",0,"metascore"
"They Are Billions","Xbox One",73,14,7.3,"MEDIO",2019-07-01,"Strategy/Real-Time/Defense","Strategy",0,"metascore"
"Get Even","Xbox One",73,14,7.3,"MEDIO",2017-06-23,"Modern/Action/Shooter/First-Person/Arcade","Modern",0,"metascore"
"Pure Farming 2018","Xbox One",73,9,7.3,"MEDIO",2018-03-13,"Simulation/Virtual/Career","Simulation",0,"metascore"
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You","Xbox One",73,7,7.3,"MEDIO",2017-10-10,"Action/Adventure/General/3D/Third-Person","Action",0,"metascore"
"Killer Instinct","Xbox One",73,51,7.3,"MEDIO",2013-11-22,"Action/Fighting/Fighting/3D/2D/3D","Action",1,"metascore"
"Warriors Orochi 3 Ultimate","Xbox One",73,8,7.3,"MEDIO",2014-09-02,"Action/Beat-'Em-Up/3D","Action",0,"metascore"
"Yooka-Laylee","Xbox One",73,39,7.3,"MEDIO",2017-04-11,"Action/Platformer/3D","Action",0,"metascore"
"Madden NFL 25","Xbox One",73,18,7.3,"MEDIO",2013-11-19,"Sports/Traditional/Team/Football/Arcade/Arcade/Sim","Sports",0,"metascore"
"Disney Infinity 2.0 Edition","Xbox One",73,19,7.3,"MEDIO",2014-09-23,"Action Adventure/General/Fantasy","Action Adventure",0,"metascore"
"My Time At Portia","Xbox One",73,11,7.3,"MEDIO",2019-04-16,"Simulation/Virtual/Virtual Life","Simulation",0,"metascore"
"World War Z","Xbox One",73,17,7.3,"MEDIO",2019-04-16,"Action/Shooter/First-Person/Tactical","Action",0,"metascore"
"Agents of Mayhem","Xbox One",73,18,7.3,"MEDIO",2017-08-15,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Red Faction: Guerrilla Re-Mars-tered","Xbox One",73,16,7.3,"MEDIO",2018-07-03,"Action/Shooter/Third-Person/Arcade","Action",0,"metascore"
"Rise of the Tomb Raider: Baba Yaga - The Temple of the Witch","Xbox One",73,15,7.3,"MEDIO",2016-01-26,"Action Adventure/General/Linear","Action Adventure",1,"metascore"
"Mad Max","Xbox One",72,18,7.2,"MEDIO",2015-09-01,"Action/Action Adventure/General/General/Open-World","Action",0,"metascore"
"Game of Thrones: Episode Five - A Nest of Vipers","Xbox One",72,10,7.2,"MEDIO",2015-07-22,"Action/Adventure/General/Point-and-Click","Action",0,"metascore"
"Dead Rising 4","Xbox One",72,86,7.2,"MEDIO",2016-12-06,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Call of Duty: Advanced Warfare - Havoc","Xbox One",72,17,7.2,"MEDIO",2015-01-27,"Action/Shooter/First-Person/Modern/Arcade","Action",1,"metascore"
"RAGE 2","Xbox One",72,21,7.2,"MEDIO",2019-05-14,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Leo's Fortune","Xbox One",72,12,7.2,"MEDIO",2015-09-11,"Action/Platformer/2D","Action",1,"metascore"
"LEGO DC Super-Villains","Xbox One",72,18,7.2,"MEDIO",2018-10-16,"Action Adventure/General","Action Adventure",0,"metascore"
"Shenmue I & II","Xbox One",72,10,7.2,"MEDIO",2018-08-21,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"MXGP Pro","Xbox One",72,8,7.2,"MEDIO",2018-07-10,"Racing/Arcade/Automobile","Racing",1,"metascore"
"Lara Croft and the Temple of Osiris","Xbox One",72,31,7.2,"MEDIO",2014-12-09,"Action/Action Adventure/Platformer/Linear/2D","Action",0,"metascore"
"Spintires: Mudrunner","Xbox One",72,10,7.2,"MEDIO",2017-10-31,"Simulation/Vehicle/Civilian","Simulation",0,"metascore"
"NBA Live 18","Xbox One",72,16,7.2,"MEDIO",2017-09-15,"Sports/Team/Basketball/Sim","Sports",0,"metascore"
"Sea of Solitude","Xbox One",72,20,7.2,"MEDIO",2019-07-05,"Action Adventure/Adventure/3D/Linear/Third-Person","Action Adventure",0,"metascore"
"Zombi","Xbox One",72,18,7.2,"MEDIO",2015-08-18,"Action/Action Adventure/Shooter/Survival/First-Person/Arcade","Action",0,"metascore"
"Massive Chalice","Xbox One",72,15,7.2,"MEDIO",2015-06-01,"Strategy/Turn-Based/General/Fantasy/Tactics","Strategy",1,"metascore"
"Mirror's Edge Catalyst","Xbox One",72,46,7.2,"MEDIO",2016-06-07,"Action/Shooter/First-Person/Modern/Modern/Modern/Action Adventure/General","Action",0,"metascore"
"Ancestors: The Humankind Odyssey","Xbox One",72,10,7.2,"MEDIO",2019-12-06,"Action Adventure/General/Survival","Action Adventure",0,"metascore"
"State of Decay: Year One Survival Edition","Xbox One",72,47,7.2,"MEDIO",2015-04-28,"Horror/Action Adventure/Survival","Horror",1,"metascore"
"WWE 2K16","Xbox One",72,18,7.2,"MEDIO",2015-10-27,"Action/Sports/General/Individual/Combat/Wrestling","Action",0,"metascore"
"Max: The Curse of Brotherhood","Xbox One",72,51,7.2,"MEDIO",2013-12-20,"Fantasy/Action Adventure/General/Fantasy","Fantasy",0,"metascore"
"Late Shift","Xbox One",72,16,7.2,"MEDIO",2017-04-18,"Adventure/General","Adventure",0,"metascore"
"Disney Classic Games: Aladdin and the Lion King","Xbox One",72,8,7.2,"MEDIO",2019-10-29,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Sword Art Online: Fatal Bullet","Xbox One",72,8,7.2,"MEDIO",2018-02-23,"Action/Shooter/Third-Person/Arcade","Action",0,"metascore"
"BUTCHER","Xbox One",72,12,7.2,"MEDIO",2017-05-10,"Action/Platformer/2D","Action",0,"metascore"
"Assassin's Creed Unity","Xbox One",72,59,7.2,"MEDIO",2014-11-11,"Action Adventure/Historic/Open-World","Action Adventure",0,"metascore"
"Final Fantasy Type-0 HD","Xbox One",72,12,7.2,"MEDIO",2015-03-17,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Styx: Shards of Darkness","Xbox One",72,12,7.2,"MEDIO",2017-03-14,"Action Adventure/General","Action Adventure",0,"metascore"
"Stranger Things 3: The Game","Xbox One",72,10,7.2,"MEDIO",2019-07-04,"Action Adventure/General","Action Adventure",0,"metascore"
"Anima: Gate of Memories","Xbox One",72,8,7.2,"MEDIO",2016-06-03,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Steep","Xbox One",72,18,7.2,"MEDIO",2016-12-02,"Sports/Individual/Ski / Snowboard","Sports",0,"metascore"
"Ghost Blade HD","Xbox One",72,8,7.2,"MEDIO",2017-02-28,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",0,"metascore"
"Planet Alpha","Xbox One",72,14,7.2,"MEDIO",2018-09-04,"Action/Platformer/2D","Action",0,"metascore"
"Neon Chrome","Xbox One",72,7,7.2,"MEDIO",2016-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"metascore"
"The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running","Xbox One",72,10,7.2,"MEDIO",2018-08-14,"Adventure/Point-and-Click","Adventure",0,"metascore"
"Battlefield Hardline","Xbox One",71,27,7.1,"MEDIO",2015-03-17,"Modern/Action/Shooter/First-Person/Tactical/Arcade","Modern",0,"metascore"
"Toy Odyssey: The Lost and Found","Xbox One",71,9,7.1,"MEDIO",2016-09-21,"Action/Platformer/2D","Action",1,"metascore"
"Sherlock Holmes: Crimes & Punishments","Xbox One",71,8,7.1,"MEDIO",2014-09-30,"Adventure/General","Adventure",0,"metascore"
"Minecraft: Story Mode Season Two - Episode 1: Hero in Residence","Xbox One",71,7,7.1,"MEDIO",2017-07-11,"Adventure/Point-and-Click","Adventure",0,"metascore"
"Minecraft: Story Mode - Episode 4: A Block and a Hard Place","Xbox One",71,8,7.1,"MEDIO",2015-12-22,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",0,"metascore"
"LEGO Marvel's Avengers","Xbox One",71,18,7.1,"MEDIO",2016-01-26,"Action Adventure/General","Action Adventure",0,"metascore"
"Tower of Guns","Xbox One",71,13,7.1,"MEDIO",2015-04-10,"Sci-Fi/Action/Shooter/First-Person/Arcade","Sci-Fi",0,"metascore"
"Just Cause 3","Xbox One",71,24,7.1,"MEDIO",2015-12-01,"Sci-Fi/Action Adventure/Open-World","Sci-Fi",0,"metascore"
"Tumblestone","Xbox One",71,7,7.1,"MEDIO",2016-07-16,"Puzzle/Stacking","Puzzle",1,"metascore"
"Factotum 90","Xbox One",71,9,7.1,"MEDIO",2016-02-10,"Puzzle/Action","Puzzle",1,"metascore"
"Assassin's Creed Rogue Remastered","Xbox One",71,17,7.1,"MEDIO",2018-03-20,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Battleborn","Xbox One",71,20,7.1,"MEDIO",2016-05-03,"Sci-Fi/Action/Shooter/First-Person/Tactical/Arcade","Sci-Fi",0,"metascore"
"Warhammer 40.000: Inquisitor – Martyr","Xbox One",71,11,7.1,"MEDIO",2018-07-05,"Strategy/Real-Time/General","Strategy",0,"metascore"
"Call of Duty: Advanced Warfare - Supremacy","Xbox One",71,11,7.1,"MEDIO",2015-06-02,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Lords of the Fallen","Xbox One",71,13,7.1,"MEDIO",2014-10-28,"Role-Playing/Action RPG/Action RPG","Role-Playing",0,"metascore"
"Fragments of Him","Xbox One",71,8,7.1,"MEDIO",2016-06-01,"Adventure/Visual Novel","Adventure",1,"metascore"
"Tokyo 42","Xbox One",71,15,7.1,"MEDIO",2017-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"Devil May Cry HD Collection","Xbox One",71,9,7.1,"MEDIO",2018-03-13,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Oceanhorn: Monster of Uncharted Seas","Xbox One",71,11,7.1,"MEDIO",2016-09-07,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Assassin's Creed: The Ezio Collection","Xbox One",71,16,7.1,"MEDIO",2016-11-15,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"AER: Memories of Old","Xbox One",71,9,7.1,"MEDIO",2017-10-25,"Action Adventure/General/Open-World","Action Adventure",0,"metascore"
"Starpoint Gemini 2","Xbox One",71,12,7.1,"MEDIO",2015-12-11,"Strategy/Real-Time/General","Strategy",1,"metascore"
"Etherborn","Xbox One",71,10,7.1,"MEDIO",2019-07-18,"Adventure/3D/First-Person/Third-Person","Adventure",0,"metascore"
"Space Hulk: Tactics","Xbox One",71,8,7.1,"MEDIO",2018-10-09,"Strategy/Turn-Based/Tactics","Strategy",0,"metascore"
"FOX n FORESTS","Xbox One",71,7,7.1,"MEDIO",2018-05-30,"Action/Platformer/2D","Action",0,"metascore"
"Knight Squad","Xbox One",71,9,7.1,"MEDIO",2015-11-16,"Action/General","Action",1,"metascore"
"Spy Chameleon","Xbox One",71,10,7.1,"MEDIO",2015-05-22,"Puzzle/Action/General","Puzzle",1,"metascore"
"King's Quest Chapter 2: Rubble Without a Cause","Xbox One",71,11,7.1,"MEDIO",2015-12-15,"Adventure/General","Adventure",0,"metascore"
"ScreamRide","Xbox One",71,63,7.1,"MEDIO",2015-03-03,"Simulation/General","Simulation",1,"metascore"
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling","Xbox One",70,8,7,"MEDIO",2017-08-22,"Action/Adventure/General/3D/Third-Person","Action",0,"metascore"
"oOo: Ascension","Xbox One",70,8,7,"MEDIO",2018-05-25,"Action/General","Action",1,"metascore"
"Just Cause 4","Xbox One",70,24,7,"MEDIO",2018-12-04,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Fable Fortune","Xbox One",70,7,7,"MEDIO",2018-02-22,"Strategy/Turn-Based/Card Battle/Tactics","Strategy",1,"metascore"
"Conarium","Xbox One",70,10,7,"MEDIO",2019-02-12,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Blues and Bullets - Episode 1: The End of Peace","Xbox One",70,13,7,"MEDIO",2015-08-28,"Action Adventure/General/Historic","Action Adventure",1,"metascore"
"Teslapunk","Xbox One",70,7,7,"MEDIO",2015-10-07,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",1,"metascore"
"LEGO Jurassic World","Xbox One",70,17,7,"MEDIO",2015-06-12,"Action Adventure/General","Action Adventure",0,"metascore"
"Bendy and the Ink Machine","Xbox One",70,8,7,"MEDIO",2018-11-20,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Super Monkey Ball: Banana Blitz HD","Xbox One",70,7,7,"MEDIO",2019-10-29,"Miscellaneous/Party / Minigame","Miscellaneous",0,"metascore"
"MXGP 2019","Xbox One",70,8,7,"MEDIO",2019-08-27,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Snooker 19","Xbox One",70,8,7,"MEDIO",2019-04-17,"Sports/Individual/Billiards","Sports",0,"metascore"
"WRC 7","Xbox One",70,11,7,"MEDIO",2017-09-15,"Racing/Simulation/Automobile","Racing",0,"metascore"
"The Assembly","Xbox One",70,7,7,"MEDIO",2017-01-20,"Miscellaneous/General","Miscellaneous",0,"metascore"
"Blood Bowl 2","Xbox One",70,9,7,"MEDIO",2015-09-22,"Sports/General/Team/Football/Arcade","Sports",0,"metascore"
"Just Dance 2015","Xbox One",70,17,7,"MEDIO",2014-10-21,"Action/Miscellaneous/Rhythm/Dancing","Action",0,"metascore"
"Stranger of Sword City","Xbox One",70,12,7,"MEDIO",2016-03-22,"Role-Playing/General","Role-Playing",1,"metascore"
"EA Sports UFC","Xbox One",70,23,7,"MEDIO",2014-06-17,"General/Sports/General/Individual/Combat/Boxing / Martial Arts","General",0,"metascore"
"Graveyard Keeper","Xbox One",70,8,7,"MEDIO",2018-08-15,"Simulation/Action Adventure/Virtual/Open-World/Career","Simulation",1,"metascore"
"Worms Battlegrounds","Xbox One",70,12,7,"MEDIO",2014-05-30,"Strategy/Turn-Based/Wargame/Artillery","Strategy",0,"metascore"
"The Final Station","Xbox One",70,11,7,"MEDIO",2016-09-02,"Action Adventure/General/Linear","Action Adventure",1,"metascore"
"Below","Xbox One",70,30,7,"MEDIO",2018-12-14,"General/Action/General","General",1,"metascore"
"Tembo the Badass Elephant","Xbox One",70,13,7,"MEDIO",2015-07-21,"Action Adventure/General","Action Adventure",0,"metascore"
"Fe","Xbox One",70,29,7,"MEDIO",2018-02-16,"Action/General","Action",0,"metascore"
"Call of Duty: Ghosts - Devastation","Xbox One",70,8,7,"MEDIO",2014-04-03,"Action/Shooter/First-Person/Modern/Arcade","Action",1,"metascore"
"Vampyr","Xbox One",70,16,7,"MEDIO",2018-06-05,"Role-Playing/General/Action RPG","Role-Playing",0,"metascore"
"ToeJam & Earl: Back in the Groove","Xbox One",70,11,7,"MEDIO",2019-03-01,"Action/General/Platformer/2D","Action",0,"metascore"
"Genesis Alpha One","Xbox One",69,16,6.9,"MEDIO",2019-01-29,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Fortified","Xbox One",69,25,6.9,"MEDIO",2016-02-03,"Action/Shooter/Third-Person/Arcade","Action",1,"metascore"
"Styx: Master of Shadows","Xbox One",69,8,6.9,"MEDIO",2014-10-08,"Action Adventure/Sci-Fi/General","Action Adventure",0,"metascore"
"Tracks: The Train Set Game","Xbox One",69,8,6.9,"MEDIO",2019-11-14,"Strategy/Management/Business / Tycoon","Strategy",1,"metascore"
"Battle Princess Madelyn","Xbox One",69,7,6.9,"MEDIO",2018-12-06,"Action/Platformer/2D","Action",0,"metascore"
"Thief","Xbox One",69,21,6.9,"MEDIO",2014-02-25,"Fantasy/Action Adventure/General/Fantasy","Fantasy",0,"metascore"
"Deadlight: Director's Cut","Xbox One",69,13,6.9,"MEDIO",2016-06-21,"Action/Platformer/2D","Action",0,"metascore"
"Fruit Ninja Kinect 2","Xbox One",69,11,6.9,"MEDIO",2015-03-18,"General/Action/Arcade","General",1,"metascore"
"LEGO The Hobbit","Xbox One",69,20,6.9,"MEDIO",2014-04-08,"Historic/Action Adventure/General/Fantasy","Historic",0,"metascore"
"Guns Gore & Cannoli","Xbox One",69,10,6.9,"MEDIO",2015-09-25,"Action/Shooter/Third-Person/Modern/Arcade","Action",1,"metascore"
"The Golf Club 2","Xbox One",69,7,6.9,"MEDIO",2017-06-27,"Sports/Individual/Golf/Arcade","Sports",0,"metascore"
"The Blackout Club","Xbox One",69,7,6.9,"MEDIO",2019-07-30,"Action Adventure/Survival","Action Adventure",0,"metascore"
"BADLAND: Game of the Year Edition","Xbox One",69,8,6.9,"MEDIO",2015-05-29,"Action/Action Adventure/Arcade/Linear","Action",1,"metascore"
"Crimsonland","Xbox One",69,10,6.9,"MEDIO",2015-10-14,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"metascore"
"The Dark Pictures - Man of Medan","Xbox One",69,21,6.9,"MEDIO",2019-08-30,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Earth Atlantis","Xbox One",69,9,6.9,"MEDIO",2018-06-01,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"metascore"
"ClusterTruck","Xbox One",69,7,6.9,"MEDIO",2016-10-28,"Action/Platformer/3D","Action",1,"metascore"
"Tom Clancy's The Division - Underground","Xbox One",69,9,6.9,"MEDIO",2016-06-28,"Action/Shooter/Third-Person/Tactical/Arcade","Action",0,"metascore"
"Sea of Thieves","Xbox One",69,71,6.9,"MEDIO",2018-03-20,"Role-Playing/Action Adventure/Massively Multiplayer/Open-World","Role-Playing",1,"metascore"
"The Spectrum Retreat","Xbox One",69,10,6.9,"MEDIO",2018-07-13,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Aftercharge","Xbox One",69,9,6.9,"MEDIO",2019-01-10,"Action/Shooter/First-Person/Tactical","Action",1,"metascore"
"The Occupation","Xbox One",69,13,6.9,"MEDIO",2019-03-05,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Blacksad: Under the Skin","Xbox One",69,8,6.9,"MEDIO",2019-11-05,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Dead or Alive 5 Last Round","Xbox One",69,16,6.9,"MEDIO",2015-02-17,"Action/Fighting/3D","Action",0,"metascore"
"The Crew 2","Xbox One",69,37,6.9,"MEDIO",2018-06-26,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Resident Evil 0: HD Remaster","Xbox One",69,30,6.9,"MEDIO",2016-01-19,"Action Adventure/Survival","Action Adventure",0,"metascore"
"My Memory of Us","Xbox One",69,8,6.9,"MEDIO",2018-10-10,"Action/Platformer/2D","Action",0,"metascore"
"LEGO Worlds","Xbox One",69,20,6.9,"MEDIO",2017-03-07,"Action Adventure/Sandbox","Action Adventure",0,"metascore"
"The LEGO Movie Videogame","Xbox One",69,18,6.9,"MEDIO",2014-02-07,"Action Adventure/Fantasy/General/Fantasy","Action Adventure",0,"metascore"
"GRIP: Combat Racing","Xbox One",69,14,6.9,"MEDIO",2018-11-06,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Danger Zone 2","Xbox One",69,8,6.9,"MEDIO",2018-07-10,"Racing/Arcade/Automobile","Racing",0,"metascore"
"Darksiders III","Xbox One",69,19,6.9,"MEDIO",2018-11-27,"Action Adventure/Open-World","Action Adventure",0,"metascore"
"Felix the Reaper","Xbox One",69,10,6.9,"MEDIO",2019-10-17,"Adventure/General","Adventure",1,"metascore"
