"name","plataform","metascore","metascore_reviews","metascore_norm","metascore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Mutant Year Zero: Road to Eden","PlayStation 4",76,21,7.6,"ALTO",2018-12-04,"Strategy/Turn-Based/Tactics","Strategy",0,"metascore"
"Borderlands: Game of the Year Edition","PlayStation 4",76,10,7.6,"ALTO",2019-04-03,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Samurai Warriors 4","PlayStation 4",76,31,7.6,"ALTO",2014-10-21,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Klaus","PlayStation 4",76,28,7.6,"ALTO",2016-01-19,"Action/Platformer/2D","Action",1,"metascore"
"Marvel's Spider-Man: The Heist","PlayStation 4",76,25,7.6,"ALTO",2018-10-23,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Heart&Slash","PlayStation 4",76,7,7.6,"ALTO",2016-06-28,"Action/General","Action",0,"metascore"
"Victor Vran: Overkill Edition","PlayStation 4",76,15,7.6,"ALTO",2017-05-30,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"The Flame in the Flood: Complete Edition","PlayStation 4",76,31,7.6,"ALTO",2017-01-17,"Action Adventure/General/Survival","Action Adventure",1,"metascore"
"The Walking Dead: Michonne - Episode 3: What We Deserve","PlayStation 4",76,8,7.6,"ALTO",2016-04-26,"Adventure/3D/Third-Person","Adventure",1,"metascore"
"JYDGE","PlayStation 4",76,13,7.6,"ALTO",2017-10-03,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"Evolve","PlayStation 4",76,46,7.6,"ALTO",2015-02-10,"Sci-Fi/Action/Shooter/First-Person/Arcade","Sci-Fi",0,"metascore"
"Full Throttle Remastered","PlayStation 4",76,17,7.6,"ALTO",2017-04-18,"Adventure/Point-and-Click","Adventure",1,"metascore"
"The Magic Circle: Gold Edition","PlayStation 4",76,13,7.6,"ALTO",2016-04-26,"Adventure/3D/First-Person","Adventure",1,"metascore"
"Firewatch","PlayStation 4",76,45,7.6,"ALTO",2016-02-09,"Adventure/3D/First-Person","Adventure",0,"metascore"
".hack//G.U. Last Recode","PlayStation 4",76,21,7.6,"ALTO",2017-11-03,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Watch Dogs: Bad Blood","PlayStation 4",76,9,7.6,"ALTO",2014-09-30,"Action Adventure/General/Modern/Open-World","Action Adventure",1,"metascore"
"The Mummy Demastered","PlayStation 4",75,7,7.5,"ALTO",2017-10-24,"Action/Platformer/2D","Action",1,"metascore"
"Infinite Minigolf","PlayStation 4",75,17,7.5,"ALTO",2017-07-25,"Sports/Individual/Golf/Arcade","Sports",1,"metascore"
"The Escapists 2","PlayStation 4",75,30,7.5,"ALTO",2017-08-22,"Action/General","Action",0,"metascore"
"Pure Pool","PlayStation 4",75,14,7.5,"ALTO",2014-07-29,"Alternative/Other/Sports/Miscellaneous/Parlor/Individual/Billiards","Alternative",0,"metascore"
"Shadow of the Tomb Raider","PlayStation 4",75,63,7.5,"ALTO",2018-09-12,"Action Adventure/General","Action Adventure",0,"metascore"
"Devil May Cry 4: Special Edition","PlayStation 4",75,28,7.5,"ALTO",2015-06-23,"Fantasy/Action Adventure/General/Linear","Fantasy",0,"metascore"
"The Awesome Adventures of Captain Spirit","PlayStation 4",75,31,7.5,"ALTO",2018-06-25,"Action Adventure/General","Action Adventure",0,"metascore"
"Resident Evil 7: biohazard - Banned Footage Vol. 1","PlayStation 4",75,9,7.5,"ALTO",2017-01-31,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Strike Vector EX","PlayStation 4",75,12,7.5,"ALTO",2016-08-30,"Action/General/Shooter/First-Person/Arcade","Action",1,"metascore"
"SUPERHOT VR","PlayStation 4",75,22,7.5,"ALTO",2017-07-21,"Action/Shooter/First-Person/Tactical","Action",1,"metascore"
"The Surge 2","PlayStation 4",75,49,7.5,"ALTO",2019-09-24,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
"Plants vs Zombies: Garden Warfare","PlayStation 4",75,23,7.5,"ALTO",2014-08-19,"Action/General/Shooter/Third-Person/Tactical","Action",0,"metascore"
"Resident Evil 7: biohazard - End of Zoe","PlayStation 4",75,13,7.5,"ALTO",2017-12-12,"Action Adventure/Survival","Action Adventure",1,"metascore"
"NHL 18","PlayStation 4",75,27,7.5,"ALTO",2017-09-12,"Sports/Team/Ice Hockey/Sim","Sports",0,"metascore"
"Unruly Heroes","PlayStation 4",75,15,7.5,"ALTO",2019-05-28,"Action/Platformer/2D","Action",0,"metascore"
"Saints Row IV: Re-Elected","PlayStation 4",75,25,7.5,"ALTO",2015-01-20,"Action Adventure/Modern/Open-World","Action Adventure",0,"metascore"
"Just Dance 2018","PlayStation 4",75,12,7.5,"ALTO",2017-10-24,"Action/Rhythm/Dancing","Action",1,"metascore"
"EA Sports UFC 3","PlayStation 4",75,56,7.5,"ALTO",2018-01-30,"Sports/Individual/Combat/Boxing / Martial Arts","Sports",0,"metascore"
"The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running","PlayStation 4",75,14,7.5,"ALTO",2018-08-14,"Adventure/Point-and-Click","Adventure",0,"metascore"
"Hohokum","PlayStation 4",75,57,7.5,"ALTO",2014-08-12,"General/Adventure/General","General",1,"metascore"
"Sega Genesis Classics","PlayStation 4",75,27,7.5,"ALTO",2018-05-29,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Killing Floor 2","PlayStation 4",75,43,7.5,"ALTO",2016-11-16,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Deus Ex: Mankind Divided - System Rift","PlayStation 4",75,11,7.5,"ALTO",2016-09-27,"Action Adventure/General","Action Adventure",1,"metascore"
"The Golf Club 2019 featuring PGA Tour","PlayStation 4",75,12,7.5,"ALTO",2018-08-28,"Sports/Individual/Golf/Sim","Sports",0,"metascore"
"ETHER One","PlayStation 4",75,8,7.5,"ALTO",2015-05-05,"General/Adventure/3D/First-Person","General",1,"metascore"
"Remothered: Tormented Fathers","PlayStation 4",75,13,7.5,"ALTO",2018-07-25,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Metal Gear Solid V: Ground Zeroes","PlayStation 4",75,70,7.5,"ALTO",2014-03-18,"Action Adventure/General/Modern/Open-World","Action Adventure",0,"metascore"
"Deemo Reborn","PlayStation 4",75,9,7.5,"ALTO",2019-11-21,"Action/Rhythm/Music","Action",1,"metascore"
"Hitman - Episode 3: Marrakesh","PlayStation 4",75,26,7.5,"ALTO",2016-05-31,"Action Adventure/General","Action Adventure",1,"metascore"
"Resident Evil: Revelations 2 - Episode 2: Contemplation","PlayStation 4",75,17,7.5,"ALTO",2015-03-03,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Life is Strange 2: Episode 3 - Wastelands","PlayStation 4",75,23,7.5,"ALTO",2019-05-09,"Action Adventure/General","Action Adventure",0,"metascore"
"Donut County","PlayStation 4",75,25,7.5,"ALTO",2018-08-28,"Action Adventure/General","Action Adventure",1,"metascore"
"Etherborn","PlayStation 4",75,15,7.5,"ALTO",2019-07-18,"Adventure/3D/First-Person/Third-Person","Adventure",0,"metascore"
"Battle Chasers: Nightwar","PlayStation 4",75,34,7.5,"ALTO",2017-10-03,"Role-Playing/Action RPG/Japanese-Style","Role-Playing",0,"metascore"
"Digimon Story Cyber Sleuth","PlayStation 4",75,45,7.5,"ALTO",2016-02-02,"Role-Playing/Japanese-Style/Trainer","Role-Playing",1,"metascore"
"Tempest 4000","PlayStation 4",75,16,7.5,"ALTO",2018-07-17,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",0,"metascore"
"The Long Dark","PlayStation 4",75,16,7.5,"ALTO",2017-08-01,"Simulation/Action Adventure/General/Survival","Simulation",0,"metascore"
"Gran Turismo Sport","PlayStation 4",75,83,7.5,"ALTO",2017-10-17,"Racing/Simulation/Automobile","Racing",1,"metascore"
"Fallout 4: Far Harbor","PlayStation 4",75,18,7.5,"ALTO",2016-05-19,"Role-Playing/Western-Style","Role-Playing",0,"metascore"
"Bulletstorm: Full Clip Edition","PlayStation 4",75,43,7.5,"ALTO",2017-04-07,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Stikbold! A Dodgeball Adventure","PlayStation 4",75,15,7.5,"ALTO",2016-04-05,"Action/Arcade","Action",1,"metascore"
"Atelier Sophie: The Alchemist of the Mysterious Book","PlayStation 4",75,32,7.5,"ALTO",2016-06-07,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Life is Strange: Episode 1 - Chrysalis","PlayStation 4",75,43,7.5,"ALTO",2015-01-30,"Action Adventure/General","Action Adventure",0,"metascore"
"The Council - Episode 4: Burning Bridges","PlayStation 4",75,8,7.5,"ALTO",2018-09-25,"Adventure/General","Adventure",1,"metascore"
"ONRUSH","PlayStation 4",75,54,7.5,"ALTO",2018-06-05,"Racing/Arcade/Automobile","Racing",0,"metascore"
"The Council - Episode 1: The Mad Ones","PlayStation 4",75,27,7.5,"ALTO",2018-03-13,"Adventure/General","Adventure",0,"metascore"
"Last Day of June","PlayStation 4",75,31,7.5,"ALTO",2017-08-31,"Adventure/General/3D/Third-Person","Adventure",1,"metascore"
"Fate/Extella Link","PlayStation 4",75,18,7.5,"ALTO",2019-03-19,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Dragon Star Varnir","PlayStation 4",75,15,7.5,"ALTO",2019-06-11,"Role-Playing/Action Adventure/General/Japanese-Style","Role-Playing",1,"metascore"
"Atelier Ryza: Ever Darkness & the Secret Hideout","PlayStation 4",75,20,7.5,"ALTO",2019-10-29,"General/Role-Playing/Japanese-Style","General",1,"metascore"
"Labyrinth of Refrain: Coven of Dusk","PlayStation 4",75,9,7.5,"ALTO",2018-09-18,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Ken Follett's The Pillars of the Earth","PlayStation 4",75,9,7.5,"ALTO",2017-09-12,"Adventure/Visual Novel","Adventure",0,"metascore"
"Utawarerumono: Mask of Truth","PlayStation 4",75,22,7.5,"ALTO",2017-09-05,"Strategy/Turn-Based/General","Strategy",1,"metascore"
"Ittle Dew 2","PlayStation 4",75,7,7.5,"ALTO",2016-11-15,"Role-Playing/Action Adventure/General/Action RPG","Role-Playing",1,"metascore"
"Shantae and the Pirate's Curse","PlayStation 4",75,8,7.5,"ALTO",2016-04-09,"Action/Platformer/2D","Action",0,"metascore"
"Stick it to the Man!","PlayStation 4",75,12,7.5,"ALTO",2014-05-06,"Action/Platformer/3D","Action",1,"metascore"
"Crossing Souls","PlayStation 4",75,22,7.5,"ALTO",2018-02-13,"Action Adventure/General","Action Adventure",1,"metascore"
"The Evil Within","PlayStation 4",75,65,7.5,"ALTO",2014-10-14,"Horror/Action Adventure/Horror/Survival","Horror",0,"metascore"
"The Elder Scrolls Online: Morrowind","PlayStation 4",75,15,7.5,"ALTO",2017-06-06,"Role-Playing/Massively Multiplayer","Role-Playing",0,"metascore"
"RIVE","PlayStation 4",75,19,7.5,"ALTO",2016-09-13,"Action/Platformer/2D","Action",1,"metascore"
"Resident Evil: Revelations 2 - Episode 1: Penal Colony","PlayStation 4",75,22,7.5,"ALTO",2015-02-24,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Concrete Genie","PlayStation 4",75,83,7.5,"ALTO",2019-10-08,"Adventure/3D/Third-Person","Adventure",1,"metascore"
"Persona Dancing: Endless Night Collection","PlayStation 4",75,19,7.5,"ALTO",2018-12-04,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Valentino Rossi The Game","PlayStation 4",75,19,7.5,"ALTO",2016-06-17,"Racing/Simulation/Automobile","Racing",1,"metascore"
"Star Trek: Bridge Crew","PlayStation 4",75,42,7.5,"ALTO",2017-05-30,"Action Adventure/General","Action Adventure",1,"metascore"
"Attack on Titan 2","PlayStation 4",75,50,7.5,"ALTO",2018-03-20,"Action/General","Action",0,"metascore"
"Tokyo Xanadu eX+","PlayStation 4",75,16,7.5,"ALTO",2017-12-08,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Push Me Pull You","PlayStation 4",75,11,7.5,"ALTO",2016-05-03,"Sports/General","Sports",1,"metascore"
"Game of Thrones: Episode Six - The Ice Dragon","PlayStation 4",75,13,7.5,"ALTO",2015-11-17,"Action/General/Adventure/Point-and-Click","Action",0,"metascore"
"The Ninja Saviors: Return of the Warriors","PlayStation 4",75,8,7.5,"ALTO",2019-10-15,"Action/Beat-'Em-Up/2D","Action",1,"metascore"
"My Time At Portia","PlayStation 4",75,12,7.5,"ALTO",2019-04-16,"Simulation/Virtual/Virtual Life","Simulation",0,"metascore"
"Hotline Miami 2: Wrong Number","PlayStation 4",75,18,7.5,"ALTO",2015-03-10,"General/Action/Action Adventure/General/Linear","General",1,"metascore"
"The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back","PlayStation 4",75,10,7.5,"ALTO",2019-03-26,"Adventure/Point-and-Click","Adventure",1,"metascore"
"The Evil Within: The Consequence","PlayStation 4",75,11,7.5,"ALTO",2015-04-21,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Marvel's Spider-Man: Silver Lining","PlayStation 4",75,20,7.5,"ALTO",2018-12-21,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Shenmue I & II","PlayStation 4",75,32,7.5,"ALTO",2018-08-21,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"Resident Evil: Revelations 2 - Episode 4: Metamorphosis","PlayStation 4",75,15,7.5,"ALTO",2015-03-17,"Action Adventure/Survival","Action Adventure",0,"metascore"
"Unmechanical: Extended Edition","PlayStation 4",75,14,7.5,"ALTO",2015-02-10,"Action/Puzzle/General/Platformer/2D","Action",0,"metascore"
"Observation","PlayStation 4",75,45,7.5,"ALTO",2019-05-21,"Adventure/General","Adventure",1,"metascore"
"Attack on Titan 2: Final Battle","PlayStation 4",75,17,7.5,"ALTO",2019-07-05,"Action/General","Action",0,"metascore"
"The Gardens Between","PlayStation 4",75,18,7.5,"ALTO",2018-09-20,"Adventure/General","Adventure",0,"metascore"
"Reus","PlayStation 4",75,8,7.5,"ALTO",2016-10-11,"Strategy/General","Strategy",1,"metascore"
"Resident Evil: Revelations 2","PlayStation 4",75,30,7.5,"ALTO",2015-03-17,"Horror/Action Adventure/Survival","Horror",0,"metascore"
"Dead or Alive 5 Last Round","PlayStation 4",74,39,7.4,"MEDIO",2015-02-17,"Action/Fighting/3D","Action",0,"metascore"
"Anomaly 2","PlayStation 4",74,15,7.4,"MEDIO",2014-09-16,"Strategy/Real-Time/Sci-Fi/General","Strategy",1,"metascore"
"Lara Croft and the Temple of Osiris","PlayStation 4",74,40,7.4,"MEDIO",2014-12-09,"Action/Action Adventure/Platformer/Linear/2D","Action",0,"metascore"
"Batman: Arkham VR","PlayStation 4",74,62,7.4,"MEDIO",2016-10-11,"Action/General","Action",1,"metascore"
"Dead Nation: Apocalypse Edition","PlayStation 4",74,29,7.4,"MEDIO",2014-03-04,"Action/Shooter/Third-Person/Shoot-'Em-Up/Modern/Top-Down","Action",1,"metascore"
"Romancing SaGa 3","PlayStation 4",74,12,7.4,"MEDIO",2019-11-11,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"LEGO DC Super-Villains","PlayStation 4",74,42,7.4,"MEDIO",2018-10-16,"Action Adventure/General","Action Adventure",0,"metascore"
"Call of Duty: Black Ops III - Eclipse","PlayStation 4",74,12,7.4,"MEDIO",2016-04-19,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Everybody's Golf VR","PlayStation 4",74,35,7.4,"MEDIO",2019-05-21,"Sports/Individual/Golf/Arcade","Sports",1,"metascore"
"Adventures of Pip","PlayStation 4",74,8,7.4,"MEDIO",2015-08-18,"Action/Platformer/2D","Action",1,"metascore"
"Awesomenauts Assemble!","PlayStation 4",74,7,7.4,"MEDIO",2014-03-04,"Strategy/Real-Time/MOBA","Strategy",0,"metascore"
"SuperHyperCube","PlayStation 4",74,15,7.4,"MEDIO",2016-10-13,"Puzzle/General","Puzzle",1,"metascore"
"Castlevania Anniversary Collection","PlayStation 4",74,16,7.4,"MEDIO",2019-05-16,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"CastleStorm: Definitive Edition","PlayStation 4",74,12,7.4,"MEDIO",2014-09-23,"Strategy/General","Strategy",1,"metascore"
"Far Cry 4: Valley of the Yetis","PlayStation 4",74,15,7.4,"MEDIO",2015-03-10,"Action/Shooter/First-Person/Arcade","Action",0,"metascore"
"Rad","PlayStation 4",74,31,7.4,"MEDIO",2019-08-20,"Adventure/Action Adventure/General","Adventure",0,"metascore"
"Stealth Inc 2: A Game of Clones","PlayStation 4",74,12,7.4,"MEDIO",2015-04-07,"Action/Platformer/2D","Action",0,"metascore"
"Sniper Elite III: Ultimate Edition","PlayStation 4",74,9,7.4,"MEDIO",2015-03-10,"Action/Shooter/Third-Person/Tactical","Action",1,"metascore"
"Neverwinter","PlayStation 4",74,7,7.4,"MEDIO",2016-07-19,"Role-Playing/Massively Multiplayer","Role-Playing",0,"metascore"
"Masters of Anima","PlayStation 4",74,21,7.4,"MEDIO",2018-04-10,"Strategy/Real-Time/MOBA","Strategy",1,"metascore"
"Madden NFL 25","PlayStation 4",74,13,7.4,"MEDIO",2013-11-12,"Sports/Traditional/Team/Football/Arcade/Arcade/Sim","Sports",0,"metascore"
"Omensight","PlayStation 4",74,24,7.4,"MEDIO",2018-05-15,"Adventure/3D/First-Person","Adventure",1,"metascore"
"I Am Setsuna","PlayStation 4",74,72,7.4,"MEDIO",2016-07-19,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Not a Hero","PlayStation 4",74,26,7.4,"MEDIO",2016-02-02,"General/Action/Platformer/Shooter/2D/Shoot-'Em-Up/Horizontal","General",1,"metascore"
"Nobunaga's Ambition: Sphere of Influence - Ascension","PlayStation 4",74,12,7.4,"MEDIO",2016-10-25,"Strategy/Turn-Based/General","Strategy",1,"metascore"
"Ancestors Legacy","PlayStation 4",74,12,7.4,"MEDIO",2019-08-13,"Strategy/Real-Time/General/Command","Strategy",1,"metascore"
"Super Stardust Ultra","PlayStation 4",74,33,7.4,"MEDIO",2015-02-10,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"metascore"
"Layers of Fear","PlayStation 4",74,38,7.4,"MEDIO",2016-02-16,"Adventure/3D/First-Person","Adventure",0,"metascore"
"Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings","PlayStation 4",74,24,7.4,"MEDIO",2018-03-27,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"ChromaGun","PlayStation 4",74,10,7.4,"MEDIO",2017-08-22,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Pinball FX 2: Star Wars Pinball - Rogue One","PlayStation 4",74,7,7.4,"MEDIO",2017-01-31,"Action/Pinball","Action",1,"metascore"
"Toukiden: Kiwami","PlayStation 4",74,35,7.4,"MEDIO",2015-03-31,"Action/General","Action",1,"metascore"
"God Wars: Future Past","PlayStation 4",74,16,7.4,"MEDIO",2017-03-28,"Strategy/Turn-Based/Tactics","Strategy",1,"metascore"
"One Piece: Pirate Warriors 3","PlayStation 4",74,34,7.4,"MEDIO",2015-08-25,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Castlevania Requiem: Symphony of the Night & Rondo of Blood","PlayStation 4",74,32,7.4,"MEDIO",2018-10-26,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Call of Duty: Black Ops III - Awakening","PlayStation 4",74,19,7.4,"MEDIO",2016-02-02,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Costume Quest 2","PlayStation 4",74,7,7.4,"MEDIO",2014-10-28,"Role-Playing/Action RPG/Japanese-Style","Role-Playing",1,"metascore"
"Dying Light","PlayStation 4",74,58,7.4,"MEDIO",2015-01-27,"Horror/Action Adventure/Horror/Survival","Horror",0,"metascore"
"Grow Home","PlayStation 4",74,7,7.4,"MEDIO",2015-09-01,"Action Adventure/Sandbox/Open-World","Action Adventure",1,"metascore"
"Samurai Warriors: Spirit of Sanada","PlayStation 4",74,31,7.4,"MEDIO",2017-05-23,"Action/Beat-'Em-Up/3D","Action",1,"metascore"
"Lapis x Labyrinth","PlayStation 4",74,7,7.4,"MEDIO",2019-05-28,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Chroma Squad","PlayStation 4",74,7,7.4,"MEDIO",2017-05-19,"Strategy/Turn-Based/Tactics","Strategy",1,"metascore"
"Sky Force Reloaded","PlayStation 4",74,13,7.4,"MEDIO",2017-11-28,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",0,"metascore"
"Amplitude","PlayStation 4",74,59,7.4,"MEDIO",2016-01-05,"Miscellaneous/Action/Rhythm/Music","Miscellaneous",1,"metascore"
"Wild Guns Reloaded","PlayStation 4",74,10,7.4,"MEDIO",2016-12-20,"Action/Platformer/Shooter/2D/Light Gun","Action",1,"metascore"
"Attack on Titan","PlayStation 4",74,58,7.4,"MEDIO",2016-08-30,"Action/Beat-'Em-Up/3D","Action",0,"metascore"
"198X","PlayStation 4",74,7,7.4,"MEDIO",2019-07-16,"Action/Miscellaneous/Platformer/Party / Minigame/2D","Action",1,"metascore"
"Atelier Firis: The Alchemist and the Mysterious Journey","PlayStation 4",74,31,7.4,"MEDIO",2017-03-07,"Role-Playing/Japanese-Style","Role-Playing",1,"metascore"
"Contra Anniversary Collection","PlayStation 4",74,14,7.4,"MEDIO",2019-06-11,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Batman: The Telltale Series - Episode 3: New World Order","PlayStation 4",74,11,7.4,"MEDIO",2016-10-25,"Adventure/Point-and-Click","Adventure",0,"metascore"
"Neverending Nightmares","PlayStation 4",74,10,7.4,"MEDIO",2016-05-03,"Action Adventure/Survival","Action Adventure",1,"metascore"
"Shantae: Risky's Revenge - Director's Cut","PlayStation 4",74,10,7.4,"MEDIO",2015-06-23,"Action/Platformer/2D","Action",1,"metascore"
"Sparc","PlayStation 4",74,16,7.4,"MEDIO",2017-08-29,"Sports/Team/Futuristic","Sports",1,"metascore"
"The Swords of Ditto","PlayStation 4",74,30,7.4,"MEDIO",2018-04-24,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"The Elder Scrolls Online: Tamriel Unlimited","PlayStation 4",74,30,7.4,"MEDIO",2015-06-09,"First-Person/First-Person/Massively Multiplayer Online/Fantasy/Role-Playing/Massively Multiplayer","First-Person",0,"metascore"
"Armello","PlayStation 4",74,15,7.4,"MEDIO",2015-09-01,"Miscellaneous/Board / Card Game","Miscellaneous",1,"metascore"
"The Elder Scrolls Online: Elsweyr","PlayStation 4",74,7,7.4,"MEDIO",2019-06-04,"Role-Playing/Massively Multiplayer","Role-Playing",1,"metascore"
"SNK 40th Anniversary Collection","PlayStation 4",74,9,7.4,"MEDIO",2019-03-19,"Miscellaneous/Compilation","Miscellaneous",0,"metascore"
"The Council","PlayStation 4",74,10,7.4,"MEDIO",2018-03-13,"Adventure/General","Adventure",1,"metascore"
"Cat Quest","PlayStation 4",74,10,7.4,"MEDIO",2017-11-14,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Batman: The Telltale Series - Episode 4: Guardian of Gotham","PlayStation 4",73,12,7.3,"MEDIO",2016-11-22,"Adventure/Point-and-Click","Adventure",0,"metascore"
"Sherlock Holmes: Crimes & Punishments","PlayStation 4",73,36,7.3,"MEDIO",2014-09-30,"Adventure/General","Adventure",0,"metascore"
"NBA Live 19","PlayStation 4",73,26,7.3,"MEDIO",2018-09-07,"Sports/Team/Basketball/Sim","Sports",0,"metascore"
"Killzone: Shadow Fall","PlayStation 4",73,88,7.3,"MEDIO",2013-11-15,"Shooter/Sci-Fi/Action/Shooter/First-Person/Sci-Fi/Arcade","Shooter",1,"metascore"
"Battlefield Hardline","PlayStation 4",73,46,7.3,"MEDIO",2015-03-17,"Modern/Action/Shooter/First-Person/Tactical/Arcade","Modern",0,"metascore"
"Just Dance 2017","PlayStation 4",73,12,7.3,"MEDIO",2016-10-25,"Action/Rhythm/Dancing","Action",0,"metascore"
"Battlefield V","PlayStation 4",73,23,7.3,"MEDIO",2018-11-15,"Action/Shooter/First-Person/Tactical","Action",0,"metascore"
"Phantom Doctrine","PlayStation 4",73,18,7.3,"MEDIO",2018-08-14,"Strategy/Turn-Based/General","Strategy",1,"metascore"
"Assassin's Creed Origins: The Hidden Ones","PlayStation 4",73,16,7.3,"MEDIO",2018-01-23,"Action Adventure/Open-World","Action Adventure",1,"metascore"
"Just Dance 2016","PlayStation 4",73,10,7.3,"MEDIO",2015-10-20,"Action/Rhythm/Dancing","Action",0,"metascore"
"Life is Strange 2: Episode 2 - Rules","PlayStation 4",73,25,7.3,"MEDIO",2019-01-24,"Action Adventure/General","Action Adventure",0,"metascore"
"Pure Hold 'Em","PlayStation 4",73,7,7.3,"MEDIO",2015-08-18,"Miscellaneous/Gambling","Miscellaneous",1,"metascore"
"Call of Duty: WWII - The War Machine","PlayStation 4",73,8,7.3,"MEDIO",2018-04-10,"Action/Shooter/First-Person/Arcade","Action",1,"metascore"
"Onimusha: Warlords","PlayStation 4",73,26,7.3,"MEDIO",2019-01-15,"Action Adventure/General","Action Adventure",0,"metascore"
"Lumo","PlayStation 4",73,25,7.3,"MEDIO",2016-05-24,"Action/Adventure/General/Platformer/3D","Action",1,"metascore"
"Cricket 19","PlayStation 4",73,13,7.3,"MEDIO",2019-05-29,"Sports/Team/Cricket","Sports",1,"metascore"
"Shio","PlayStation 4",73,9,7.3,"MEDIO",2018-05-22,"Action/Platformer/2D","Action",1,"metascore"
"Titan Souls","PlayStation 4",73,23,7.3,"MEDIO",2015-04-14,"Action/General","Action",1,"metascore"
"Escape Plan","PlayStation 4",73,14,7.3,"MEDIO",2013-12-03,"Miscellaneous/Puzzle/Action/General/Puzzle/General","Miscellaneous",1,"metascore"
"Persona 3: Dancing in Moonlight","PlayStation 4",73,26,7.3,"MEDIO",2018-12-04,"Action/Rhythm/Music","Action",1,"metascore"
"Ashes Cricket","PlayStation 4",73,7,7.3,"MEDIO",2017-11-16,"Sports/Team/Cricket","Sports",1,"metascore"
"World to the West","PlayStation 4",73,17,7.3,"MEDIO",2017-05-05,"Action Adventure/Linear","Action Adventure",1,"metascore"
"The Swindle","PlayStation 4",73,14,7.3,"MEDIO",2015-07-28,"Action/Platformer/3D","Action",1,"metascore"
"Action Henk","PlayStation 4",73,11,7.3,"MEDIO",2016-03-08,"Action/Platformer/2D/3D","Action",1,"metascore"
"Batman: Return to Arkham","PlayStation 4",73,28,7.3,"MEDIO",2016-10-18,"Miscellaneous/Compilation","Miscellaneous",1,"metascore"
"Never Alone","PlayStation 4",73,25,7.3,"MEDIO",2014-11-18,"Action/Platformer/2D","Action",0,"metascore"
"GRID","PlayStation 4",73,45,7.3,"MEDIO",2019-10-11,"Racing/Simulation/Automobile","Racing",0,"metascore"
"Just Cause 3","PlayStation 4",73,42,7.3,"MEDIO",2015-12-01,"Sci-Fi/Action Adventure/Open-World","Sci-Fi",0,"metascore"
"The Crew: Wild Run","PlayStation 4",73,13,7.3,"MEDIO",2015-11-17,"Racing/Simulation/Automobile","Racing",1,"metascore"
"MotoGP 14","PlayStation 4",73,28,7.3,"MEDIO",2014-11-04,"Driving/Racing/Simulation/Motorcycle/Automobile/Street","Driving",1,"metascore"
"Futuridium EP Deluxe","PlayStation 4",73,18,7.3,"MEDIO",2014-09-30,"Action/Shooter/Rail","Action",1,"metascore"
"Stories: The Path of Destinies","PlayStation 4",73,41,7.3,"MEDIO",2016-04-12,"Role-Playing/Action RPG","Role-Playing",1,"metascore"
"Vaporum","PlayStation 4",73,11,7.3,"MEDIO",2019-04-09,"Role-Playing/Action RPG","Role-Playing",0,"metascore"
