"name","plataform","userscore","userscore_reviews","userscore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"TT Isle of Man: Ride On The Edge","Xbox One",7.9,15,"ALTO",2018-03-06,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Marvel Heroes Omega","Xbox One",7.4,14,"MEDIO",2017-06-30,"Role-Playing/Massively Multiplayer","Role-Playing",1,"userscore"
"Raiders of the Broken Planet","Xbox One",5.8,14,"MEDIO",2017-09-22,"Strategy/Real-Time/MOBA","Strategy",0,"userscore"
"Gravel","Xbox One",7,7,"MEDIO",2018-02-27,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Sniper Ghost Warrior Contracts","Xbox One",6,35,"MEDIO",2019-11-22,"Action/Shooter/First-Person/Tactical","Action",0,"userscore"
"Riverbond","Xbox One",5.7,15,"MEDIO",2019-06-09,"Action/General","Action",0,"userscore"
"WWE 2K18","Xbox One",4.5,39,"BAIXO",2017-10-13,"Sports/Individual/Combat/Wrestling","Sports",0,"userscore"
"Assassin's Creed Chronicles: China","Xbox One",5.8,114,"MEDIO",2015-04-21,"Historic/Action Adventure/General/Linear","Historic",0,"userscore"
"Transference","Xbox One",5,7,"MEDIO",2018-09-18,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Rad Rodgers","Xbox One",5.9,8,"MEDIO",2018-02-21,"3D/Action/Platformer/2D","3D",0,"userscore"
"TurnOn","Xbox One",7,10,"MEDIO",2016-06-01,"Action/Platformer/2D","Action",1,"userscore"
"Strike Suit Zero: Director's Cut","Xbox One",5.6,56,"MEDIO",2014-04-08,"Action/Simulation/Flight/Combat","Action",0,"userscore"
"Disneyland Adventures","Xbox One",5.5,22,"MEDIO",2017-10-31,"Action Adventure/General","Action Adventure",1,"userscore"
"Shiness: The Lightning Kingdom","Xbox One",7.7,9,"ALTO",2017-04-18,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Mafia III","Xbox One",5,413,"MEDIO",2016-10-07,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Outcast: Second Contact","Xbox One",7,6,"MEDIO",2017-11-07,"Action Adventure/Adventure/General/Open-World","Action Adventure",0,"userscore"
"Claire: Extended Cut","Xbox One",6,6,"MEDIO",2016-09-06,"Adventure/General","Adventure",1,"userscore"
"Dead Island: Definitive Collection","Xbox One",5,38,"MEDIO",2016-05-31,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"Hard Reset Redux","Xbox One",6.4,16,"MEDIO",2016-06-03,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Blair Witch","Xbox One",6.6,350,"MEDIO",2019-08-30,"Action Adventure/Survival","Action Adventure",0,"userscore"
"City of Brass","Xbox One",3.6,8,"BAIXO",2018-05-05,"Action Adventure/General","Action Adventure",0,"userscore"
"V-Rally 4","Xbox One",6.1,16,"MEDIO",2018-09-11,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Dragon Ball: Xenoverse","Xbox One",7.1,141,"MEDIO",2015-02-24,"Action/Fighting/3D","Action",0,"userscore"
"Star Wars Battlefront II","Xbox One",1.5,1264,"BAIXO",2017-11-17,"Action/Shooter/First-Person/Tactical","Action",0,"userscore"
"Earthlock: Festival of Magic","Xbox One",7.2,46,"MEDIO",2016-09-01,"Role-Playing/General","Role-Playing",0,"userscore"
"The Sims 4","Xbox One",3.6,63,"BAIXO",2017-11-17,"Simulation/Virtual/Virtual Life","Simulation",0,"userscore"
"Redeemer: Enhanced Edition","Xbox One",7.9,7,"ALTO",2019-07-19,"Action Adventure/Linear","Action Adventure",0,"userscore"
"The Sinking City","Xbox One",6.5,59,"MEDIO",2019-06-25,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Neverwinter","Xbox One",5,161,"MEDIO",2015-03-31,"Role-Playing/Massively Multiplayer Online/Massively Multiplayer/Fantasy","Role-Playing",0,"userscore"
"Her Majesty's SPIFFING","Xbox One",6.8,5,"MEDIO",2016-12-07,"Adventure/General","Adventure",1,"userscore"
"Enigmatis: The Ghosts of Maple Creek","Xbox One",7.4,7,"MEDIO",2016-04-08,"Puzzle/Hidden Object/General","Puzzle",1,"userscore"
"Cobalt","Xbox One",7.3,19,"MEDIO",2016-02-02,"Action/Platformer/Platformer/2D/2D","Action",1,"userscore"
"The Incredible Adventures of Van Helsing II","Xbox One",6.8,4,"MEDIO",2016-07-01,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Damsel","Xbox One",4.4,5,"BAIXO",2019-08-07,"Action/Platformer/2D","Action",1,"userscore"
"Silence: The Whispered World 2","Xbox One",7.4,32,"MEDIO",2016-11-15,"Adventure/General","Adventure",1,"userscore"
"Unmechanical: Extended Edition","Xbox One",7.1,10,"MEDIO",2015-01-30,"Action/Puzzle/General/Platformer/2D","Action",0,"userscore"
"Manual Samuel","Xbox One",6.3,12,"MEDIO",2016-10-14,"Role-Playing/General","Role-Playing",1,"userscore"
"Vaporum","Xbox One",7.3,6,"MEDIO",2019-04-10,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Call of Cthulhu","Xbox One",6,50,"MEDIO",2018-10-30,"Role-Playing/General","Role-Playing",0,"userscore"
"Through the Woods","Xbox One",7,4,"MEDIO",2018-05-02,"Action Adventure/Survival","Action Adventure",1,"userscore"
"Titan Quest","Xbox One",7.2,16,"MEDIO",2018-03-20,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"State of Decay 2","Xbox One",5.4,888,"MEDIO",2018-05-18,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Sinner: Sacrifice for Redemption","Xbox One",5.3,11,"MEDIO",2018-10-18,"Action Adventure/General","Action Adventure",0,"userscore"
"FlatOut 4: Total Insanity","Xbox One",5.6,21,"MEDIO",2017-03-17,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Song of the Deep","Xbox One",7.2,26,"MEDIO",2016-07-12,"Action Adventure/General","Action Adventure",0,"userscore"
"Rise & Shine","Xbox One",6.2,21,"MEDIO",2017-01-13,"Action/Platformer/2D","Action",1,"userscore"
"NBA Playgrounds","Xbox One",5.9,29,"MEDIO",2017-05-09,"Sports/Team/Basketball/Arcade","Sports",0,"userscore"
"Never Alone","Xbox One",6.7,44,"MEDIO",2014-11-19,"Action/Platformer/2D","Action",0,"userscore"
"Just Dance 2016","Xbox One",6.1,18,"MEDIO",2015-10-20,"Action/Rhythm/Dancing","Action",0,"userscore"
"AO International Tennis","Xbox One",7.6,34,"ALTO",2018-05-09,"Sports/Individual/Tennis","Sports",0,"userscore"
"Sherlock Holmes: The Devil's Daughter","Xbox One",7.2,45,"MEDIO",2016-06-10,"Adventure/General","Adventure",0,"userscore"
"Agatha Christie's The ABC Murders","Xbox One",6.6,10,"MEDIO",2016-02-23,"Adventure/3D/Third-Person","Adventure",0,"userscore"
"Ride 2","Xbox One",7.4,13,"MEDIO",2017-02-14,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Adventure Time: Finn and Jake Investigations","Xbox One",5.5,11,"MEDIO",2015-10-20,"Adventure/3D/Third-Person","Adventure",1,"userscore"
"Batman: The Telltale Series - Episode 1: Realm of Shadows","Xbox One",6.8,42,"MEDIO",2016-08-02,"Adventure/Point-and-Click","Adventure",0,"userscore"
"Call of Duty: Ghosts - Onslaught","Xbox One",4.1,43,"BAIXO",2014-01-28,"Action/Shooter/First-Person/Modern/Arcade","Action",1,"userscore"
"Payday 2: Crimewave Edition","Xbox One",3.7,97,"BAIXO",2015-06-16,"Action/Shooter/First-Person/General/Fantasy/Arcade","Action",0,"userscore"
"Flockers","Xbox One",5,9,"MEDIO",2014-09-19,"Puzzle/Action","Puzzle",0,"userscore"
"The LEGO Movie 2 Videogame","Xbox One",4.3,9,"BAIXO",2019-02-26,"Action Adventure/General","Action Adventure",0,"userscore"
"Saints Row: Gat Out of Hell","Xbox One",6.3,35,"MEDIO",2015-01-20,"Action Adventure/General/Modern/Open-World","Action Adventure",0,"userscore"
"Brawlout","Xbox One",7.2,5,"MEDIO",2018-08-21,"Beat-'Em-Up/Action/Fighting/2D","Beat-'Em-Up",1,"userscore"
"Farming Simulator 17","Xbox One",7,7,"MEDIO",2016-10-25,"Simulation/Virtual/Career","Simulation",0,"userscore"
"Sunset Overdrive and the Mystery of the Mooil Rig!","Xbox One",7.2,33,"MEDIO",2014-12-23,"Action/General/Shooter/Third-Person/Arcade","Action",1,"userscore"
"Anthem","Xbox One",3.9,693,"BAIXO",2019-02-22,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Dangerous Driving","Xbox One",5,22,"MEDIO",2019-04-09,"Racing/Arcade/Automobile","Racing",0,"userscore"
"2Dark","Xbox One",6.9,9,"MEDIO",2017-03-10,"Action Adventure/General","Action Adventure",0,"userscore"
"One Piece: World Seeker","Xbox One",5.5,38,"MEDIO",2019-03-15,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Nevermind","Xbox One",6.3,7,"MEDIO",2017-01-11,"Action Adventure/Adventure/3D/Linear/First-Person","Action Adventure",1,"userscore"
"Need for Speed","Xbox One",7.6,594,"ALTO",2015-11-03,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Lovely Planet","Xbox One",5.8,5,"MEDIO",2016-01-08,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Powerstar Golf","Xbox One",5.6,133,"MEDIO",2013-11-22,"Arcade/Sports/Traditional/Individual/Golf/Arcade","Arcade",1,"userscore"
"Battleship","Xbox One",6.6,9,"MEDIO",2016-08-02,"Miscellaneous/Board / Card Game","Miscellaneous",1,"userscore"
"The Escapists: The Walking Dead","Xbox One",7.3,6,"MEDIO",2015-09-30,"Action/General","Action",1,"userscore"
"The Walking Dead: Michonne - Episode 1: In Too Deep","Xbox One",7.3,32,"MEDIO",2016-02-23,"Adventure/3D/Third-Person","Adventure",0,"userscore"
"Outward","Xbox One",7.1,48,"MEDIO",2019-03-26,"Role-Playing/Action Adventure/General/Survival/Open-World","Role-Playing",0,"userscore"
"Monster Energy Supercross - The Official Videogame 2","Xbox One",6.3,9,"MEDIO",2019-02-05,"Racing/Arcade/Automobile","Racing",0,"userscore"
"F1 2015","Xbox One",6.2,26,"MEDIO",2015-07-21,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Conan Exiles","Xbox One",5.8,54,"MEDIO",2018-05-08,"Action Adventure/Survival","Action Adventure",0,"userscore"
"InnerSpace","Xbox One",3.6,5,"BAIXO",2018-01-16,"Simulation/Flight/Civilian","Simulation",0,"userscore"
"The Golf Club","Xbox One",5.4,63,"MEDIO",2014-08-19,"Traditional/Sports/Individual/Golf/Sim","Traditional",0,"userscore"
"Override: Mech City Brawl","Xbox One",6.3,6,"MEDIO",2018-12-04,"Action/General","Action",1,"userscore"
"Assassin's Creed Unity: Dead Kings","Xbox One",5.6,63,"MEDIO",2015-01-13,"Action Adventure/Historic/Open-World","Action Adventure",0,"userscore"
"The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows","Xbox One",6.1,18,"MEDIO",2017-05-30,"Adventure/Point-and-Click","Adventure",1,"userscore"
"Three Fourths Home: Extended Edition","Xbox One",3.5,11,"BAIXO",2015-11-27,"Adventure/General/Text","Adventure",1,"userscore"
"Assassin's Creed Chronicles: India","Xbox One",5.3,47,"MEDIO",2016-01-12,"Action Adventure/Linear","Action Adventure",0,"userscore"
"Danger Zone","Xbox One",5,6,"MEDIO",2017-10-10,"Racing/General/Arcade/Automobile","Racing",0,"userscore"
"We Happy Few","Xbox One",5.8,88,"MEDIO",2018-08-10,"Action Adventure/General","Action Adventure",0,"userscore"
"Vikings: Wolves of Midgard","Xbox One",7.4,14,"MEDIO",2017-03-28,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"N.E.R.O.: Nothing Ever Remains Obscure","Xbox One",7.6,61,"ALTO",2015-05-15,"Miscellaneous/Adventure/Puzzle/General/3D/First-Person","Miscellaneous",0,"userscore"
"The Crew","Xbox One",5.7,193,"MEDIO",2014-12-02,"GT / Street/Driving/Racing/Simulation/GT / Street/Automobile","GT",0,"userscore"
"Super Lucky's Tale","Xbox One",7,179,"MEDIO",2017-11-07,"2D/Action/Platformer/3D","2D",1,"userscore"
"Super Bomberman R","Xbox One",6.9,10,"MEDIO",2018-06-12,"Puzzle/Action/Arcade","Puzzle",0,"userscore"
"Resident Evil 6","Xbox One",6.9,112,"MEDIO",2016-03-29,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Citadel: Forged with Fire","Xbox One",6.4,7,"MEDIO",2019-11-01,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Sniper Elite III","Xbox One",6.6,77,"MEDIO",2014-07-01,"Shooter/Historic/Action/Shooter/Third-Person/Tactical/Historic","Shooter",0,"userscore"
"Layers of Fear 2","Xbox One",6.5,42,"MEDIO",2019-05-28,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Narcos: Rise of the Cartels","Xbox One",2.6,10,"BAIXO",2019-11-22,"Action/Strategy/Turn-Based/General/Tactics","Action",0,"userscore"
"Asterix & Obelix XXL 2","Xbox One",7.4,8,"MEDIO",2018-11-29,"Action/Platformer/3D","Action",0,"userscore"
"ReCore","Xbox One",6.7,605,"MEDIO",2016-09-13,"Action Adventure/General","Action Adventure",1,"userscore"
"Serial Cleaner","Xbox One",7.5,12,"ALTO",2017-07-14,"Action/Action Adventure/General/Linear","Action",0,"userscore"
"The Station","Xbox One",7.2,13,"MEDIO",2018-02-20,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Gemini: Heroes Reborn","Xbox One",6.2,6,"MEDIO",2016-01-19,"Action Adventure/Linear","Action Adventure",1,"userscore"
"Pneuma: Breath of Life","Xbox One",6.8,61,"MEDIO",2015-02-27,"Sci-Fi/Adventure/3D/First-Person","Sci-Fi",0,"userscore"
"Dangerous Golf","Xbox One",4.8,17,"BAIXO",2016-06-03,"Sports/Individual/Golf/Arcade","Sports",0,"userscore"
"Sebastien Loeb Rally Evo","Xbox One",7.4,28,"MEDIO",2016-01-29,"Racing/General","Racing",0,"userscore"
"Assetto Corsa","Xbox One",6.5,34,"MEDIO",2016-08-30,"Racing/Simulation/Automobile","Racing",0,"userscore"
"Shiftlings","Xbox One",5.8,4,"MEDIO",2015-03-04,"Action/Platformer/2D","Action",0,"userscore"
"NBA 2K Playgrounds 2","Xbox One",6.1,18,"MEDIO",2018-10-16,"Sports/Team/Basketball/Arcade","Sports",0,"userscore"
"Zombie Army Trilogy","Xbox One",6.9,49,"MEDIO",2015-03-06,"Action/Shooter/Third-Person/Arcade","Action",0,"userscore"
"A Knight's Quest","Xbox One",4.8,9,"BAIXO",2019-10-11,"Action Adventure/General","Action Adventure",1,"userscore"
"Gas Guzzlers Extreme","Xbox One",6.9,7,"MEDIO",2016-11-04,"Simulation/Vehicle/Combat","Simulation",1,"userscore"
"Romancing SaGa 2","Xbox One",6.3,4,"MEDIO",2017-12-15,"Role-Playing/Japanese-Style","Role-Playing",0,"userscore"
"Sonic Forces","Xbox One",7.1,218,"MEDIO",2017-11-07,"Action Adventure/General","Action Adventure",0,"userscore"
"Toby: The Secret Mine","Xbox One",5,9,"MEDIO",2017-01-20,"Action/Platformer/2D","Action",1,"userscore"
"Batman: Arkham Knight - A Matter of Family","Xbox One",5.9,34,"MEDIO",2015-07-14,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Assassin's Creed Chronicles: Russia","Xbox One",4.8,42,"BAIXO",2016-02-09,"Action Adventure/Linear","Action Adventure",0,"userscore"
"Sparkle Unleashed","Xbox One",7,4,"MEDIO",2015-06-03,"Puzzle/Matching","Puzzle",1,"userscore"
"Tom Clancy's Ghost Recon: Breakpoint","Xbox One",3.2,270,"BAIXO",2019-10-01,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Tiny Troopers: Joint Ops","Xbox One",5.1,7,"MEDIO",2016-02-26,"Action/General/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
"Absolver","Xbox One",7.2,11,"MEDIO",2019-01-07,"Role-Playing/Action RPG","Role-Playing",0,"userscore"
"Metal Gear Survive","Xbox One",2,200,"BAIXO",2018-02-20,"Action Adventure/General/Survival","Action Adventure",0,"userscore"
"Elex","Xbox One",6.4,530,"MEDIO",2017-10-17,"Role-Playing/Western-Style","Role-Playing",0,"userscore"
"Hero Defense","Xbox One",7.2,5,"MEDIO",2018-08-15,"Strategy/Real-Time/Defense","Strategy",1,"userscore"
"Forza Horizon 2 Presents Fast & Furious","Xbox One",7.8,123,"ALTO",2015-03-27,"Racing/Simulation/Automobile","Racing",1,"userscore"
"Vigor","Xbox One",8,47,"ALTO",2018-07-31,"Action Adventure/Survival","Action Adventure",1,"userscore"
"The Park","Xbox One",6,11,"MEDIO",2016-05-03,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Sixty Second Shooter Prime","Xbox One",7.1,16,"MEDIO",2014-06-18,"Action/Shooter/Static/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
"Destiny 2: Warmind","Xbox One",3.7,50,"BAIXO",2018-05-08,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Bee Simulator","Xbox One",6.3,18,"MEDIO",2019-11-12,"Simulation/General","Simulation",0,"userscore"
"Jump Force","Xbox One",4.9,91,"BAIXO",2019-02-15,"Action Adventure/General/Action/Fighting/3D","Action Adventure",0,"userscore"
"Armikrog","Xbox One",7,9,"MEDIO",2016-08-23,"Adventure/Point-and-Click","Adventure",0,"userscore"
"Perception","Xbox One",6.4,13,"MEDIO",2017-06-06,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Rogue Trooper Redux","Xbox One",7.2,6,"MEDIO",2017-10-17,"Action/Shooter/Third-Person/Arcade","Action",0,"userscore"
"Need for Speed Payback","Xbox One",3.9,262,"BAIXO",2017-11-07,"Simulation/Racing/Arcade/Automobile","Simulation",0,"userscore"
"White Night","Xbox One",7.1,17,"MEDIO",2015-03-06,"Action/General/Action Adventure/Survival","Action",0,"userscore"
"Minecraft: Story Mode - Episode 2: Assembly Required","Xbox One",4.7,27,"BAIXO",2015-10-27,"Action Adventure/Adventure/General/Point-and-Click/Linear","Action Adventure",0,"userscore"
"Kinect Sports Rivals","Xbox One",5,146,"MEDIO",2014-04-08,"General/Sports/General","General",1,"userscore"
"Toy Soldiers: War Chest","Xbox One",7.7,56,"ALTO",2015-08-11,"Strategy/General","Strategy",0,"userscore"
"Rory McIlroy PGA Tour","Xbox One",4.2,75,"BAIXO",2015-07-14,"Traditional/Sports/Individual/Golf/Sim","Traditional",0,"userscore"
"The Peanuts Movie: Snoopy's Grand Adventure","Xbox One",5.6,5,"MEDIO",2015-11-03,"Action/Platformer/2D","Action",1,"userscore"
"The Town of Light","Xbox One",6.6,17,"MEDIO",2017-06-06,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Ryse: Son of Rome","Xbox One",6.3,1626,"MEDIO",2013-11-22,"Action Adventure/Fantasy/General/Fantasy","Action Adventure",1,"userscore"
"NBA Live 16","Xbox One",5.6,70,"MEDIO",2015-09-29,"Sports/Team/Basketball/Sim","Sports",0,"userscore"
"Skylar & Plux: Adventure on Clover Island","Xbox One",6,8,"MEDIO",2017-05-19,"Action/Platformer/3D","Action",0,"userscore"
"Beyond Eyes","Xbox One",5.6,29,"MEDIO",2015-08-04,"Action Adventure/General","Action Adventure",0,"userscore"
"Crackdown 3","Xbox One",4.2,1011,"BAIXO",2019-02-15,"Action/Sci-Fi/Third-Person/Shooter/Action Adventure/Open-World","Action",1,"userscore"
"Naruto to Boruto: Shinobi Striker","Xbox One",5.3,17,"MEDIO",2018-08-31,"Action/Fighting/3D","Action",0,"userscore"
"One Piece: Burning Blood","Xbox One",6.4,16,"MEDIO",2016-05-31,"Action/Fighting/3D","Action",0,"userscore"
"Cars 3: Driven to Win","Xbox One",7,5,"MEDIO",2017-06-13,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Tetris Ultimate","Xbox One",4.2,13,"BAIXO",2014-12-16,"Miscellaneous/Puzzle/Stacking","Miscellaneous",1,"userscore"
"NHL 15","Xbox One",3.2,181,"BAIXO",2014-09-09,"Sports/Traditional/Team/Ice Hockey/Sim","Sports",0,"userscore"
"The Bunker","Xbox One",5.5,11,"MEDIO",2016-09-23,"Adventure/Point-and-Click","Adventure",0,"userscore"
"Mount & Blade: Warband","Xbox One",7.9,43,"ALTO",2016-09-16,"Role-Playing/Western-Style","Role-Playing",0,"userscore"
"I Am Bread","Xbox One",4.3,7,"BAIXO",2017-01-20,"Miscellaneous/General","Miscellaneous",0,"userscore"
"MXGP2: The Official Motocross Videogame","Xbox One",6.5,11,"MEDIO",2016-06-21,"Racing/Simulation/Automobile","Racing",0,"userscore"
"GunWorld 2","Xbox One",5.6,5,"MEDIO",2016-05-13,"Action/General","Action",1,"userscore"
"Lost Sea","Xbox One",6.5,6,"MEDIO",2016-06-29,"Strategy/General","Strategy",0,"userscore"
"The Incredible Adventures of Van Helsing","Xbox One",7.3,54,"MEDIO",2015-12-01,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"The Church in the Darkness","Xbox One",6.5,6,"MEDIO",2019-08-02,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Dynasty Warriors 8 Empires","Xbox One",6.8,16,"MEDIO",2015-02-24,"Action/Beat-'Em-Up/3D","Action",0,"userscore"
"Bridge Constructor","Xbox One",6.2,5,"MEDIO",2015-08-21,"Simulation/Miscellaneous/General/Virtual/Career","Simulation",0,"userscore"
"Dead by Daylight","Xbox One",4.6,88,"BAIXO",2017-06-20,"Action Adventure/Survival","Action Adventure",0,"userscore"
"The Dwarves","Xbox One",3.9,21,"BAIXO",2016-12-01,"Role-Playing/General","Role-Playing",0,"userscore"
"OK K.O.! Let's Play Heroes","Xbox One",6.3,4,"MEDIO",2018-01-23,"Action/Beat-'Em-Up/2D","Action",1,"userscore"
"Lifeless Planet: Premier Edition","Xbox One",6.8,32,"MEDIO",2015-05-13,"Action Adventure/Sci-Fi/General","Action Adventure",0,"userscore"
"Micro Machines World Series","Xbox One",5,9,"MEDIO",2017-06-30,"Racing/General/Arcade/Automobile","Racing",0,"userscore"
"Destiny 2: Curse of Osiris","Xbox One",1.4,87,"BAIXO",2017-12-05,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Uno","Xbox One",7.1,14,"MEDIO",2016-08-16,"Miscellaneous/Board / Card Game","Miscellaneous",0,"userscore"
"ZHEROS","Xbox One",4.4,38,"BAIXO",2016-01-15,"Action/Beat-'Em-Up/3D","Action",1,"userscore"
"Black Mirror","Xbox One",2.8,10,"BAIXO",2017-11-28,"Adventure/3D/Third-Person","Adventure",0,"userscore"
