"name","plataform","metascore","metascore_reviews","userscore","userscore_reviews","release","genre","genero_principal","metascore_norm","metascore_cat","userscore_cat","diff_m_u","diff_m_u_abs","exclusivo"
"Helldivers","PlayStation 4",81,56,8,482,2015-03-03,"Shooter/Sci-Fi/Sci-Fi/Action/Shooter/Third-Person/Shoot-'Em-Up/Arcade/Top-Down","Shooter",8.1,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,1
"Brothers: A Tale of Two Sons","PlayStation 4",81,10,8,181,2015-08-11,"Action Adventure/Linear","Action Adventure",8.1,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,1
"Broken Age","PlayStation 4",81,21,7.2,201,2015-04-28,"Third-Person/3D/Adventure/Point-and-Click","Third-Person",8.1,"ALTO","MEDIO",0.899999999999999,0.899999999999999,1
"Children of Zodiarcs","PlayStation 4",81,8,5.7,17,2017-07-18,"Role-Playing/Japanese-Style","Role-Playing",8.1,"ALTO","MEDIO",2.4,2.4,1
"Shantae: Half-Genie Hero","PlayStation 4",81,28,7.5,102,2016-12-20,"Action/Platformer/Platformer/2D/2D","Action",8.1,"ALTO","ALTO",0.6,0.6,1
"Catherine: Full Body","PlayStation 4",81,60,7.9,182,2019-09-03,"Action Adventure/Survival","Action Adventure",8.1,"ALTO","ALTO",0.199999999999999,0.199999999999999,1
"Timespinner","PlayStation 4",81,8,5.8,23,2018-09-25,"Action/Platformer/2D","Action",8.1,"ALTO","MEDIO",2.3,2.3,1
"Tales From The Borderlands: Episode 2 - Atlas Mugged","PlayStation 4",81,11,7.4,72,2015-03-17,"Adventure/General","Adventure",8.1,"ALTO","MEDIO",0.699999999999999,0.699999999999999,1
"Star Wars Pinball: The Force Awakens","PlayStation 4",81,9,4.8,15,2016-01-12,"Action/Pinball","Action",8.1,"ALTO","BAIXO",3.3,3.3,1
"Baldur's Gate and Baldur's Gate II: Enhanced Editions","PlayStation 4",81,7,5.5,22,2019-10-15,"Miscellaneous/Compilation","Miscellaneous",8.1,"ALTO","MEDIO",2.6,2.6,1
"Steins;Gate 0","PlayStation 4",81,20,8.1,85,2016-11-29,"Adventure/Visual Novel","Adventure",8.1,"ALTO","ALTO",0,0,1
"L.A. Noire: The VR Case Files","PlayStation 4",81,7,7.1,13,2019-09-24,"Adventure/3D/First-Person","Adventure",8.1,"ALTO","MEDIO",1,1,1
"God of War III Remastered","PlayStation 4",81,67,8.2,1144,2015-07-14,"Action Adventure/Linear","Action Adventure",8.1,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,1
"Final Fantasy VIII Remastered","PlayStation 4",80,34,7,151,2019-09-03,"Role-Playing/Japanese-Style","Role-Playing",8,"ALTO","MEDIO",1,1,1
"Disgaea 5: Alliance of Vengeance","PlayStation 4",80,43,8.2,205,2015-10-06,"Fantasy/Strategy/Turn-Based/Tactics","Fantasy",8,"ALTO","ALTO",-0.199999999999999,0.199999999999999,1
"Five Nights at Freddy's VR: Help Wanted","PlayStation 4",80,10,7.9,75,2019-05-28,"Action Adventure/Survival","Action Adventure",8,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,1
"BlazBlue: Chrono Phantasma Extend","PlayStation 4",80,10,7.6,53,2015-06-30,"Action/Fighting/2D","Action",8,"ALTO","ALTO",0.4,0.4,1
"Pix the Cat","PlayStation 4",80,12,6,94,2014-10-07,"Action/General/Arcade","Action",8,"ALTO","MEDIO",2,2,1
"Yakuza Kiwami","PlayStation 4",80,70,7.9,485,2017-08-29,"Action Adventure/Open-World","Action Adventure",8,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,1
"Blood & Truth","PlayStation 4",80,70,8,241,2019-05-28,"Action/Shooter/Light Gun","Action",8,"ALTO","ALTO",0,0,1
"Dariusburst: Chronicle Saviours","PlayStation 4",80,15,7.1,26,2015-12-02,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",8,"ALTO","MEDIO",0.9,0.9,1
"Injustice: Gods Among Us - Ultimate Edition","PlayStation 4",80,22,7.1,533,2013-11-12,"Action/Fighting/Fighting/2D/2D","Action",8,"ALTO","MEDIO",0.9,0.9,1
"Ghost Giant","PlayStation 4",80,32,7.1,40,2019-04-16,"Adventure/General","Adventure",8,"ALTO","MEDIO",0.9,0.9,1
"Life is Strange: Before the Storm - Farewell","PlayStation 4",80,12,7.7,88,2018-03-05,"Action Adventure/General","Action Adventure",8,"ALTO","ALTO",0.3,0.3,1
"Mega Man X Legacy Collection 1 + 2","PlayStation 4",80,20,8.6,106,2018-07-24,"Miscellaneous/Compilation","Miscellaneous",8,"ALTO","ALTO",-0.6,0.6,1
"MLB 15: The Show","PlayStation 4",80,44,7.7,198,2015-03-31,"Traditional/Sports/Team/Baseball/Sim","Traditional",8,"ALTO","ALTO",0.3,0.3,1
"Octahedron","PlayStation 4",80,7,6.8,10,2018-03-20,"Action/Platformer/2D","Action",8,"ALTO","MEDIO",1.2,1.2,1
"Gravity Rush 2","PlayStation 4",80,94,8.1,590,2017-01-20,"Action/Action Adventure/Platformer/Open-World/3D","Action",8,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,1
"Score Rush Extended","PlayStation 4",80,9,7.2,25,2016-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",8,"ALTO","MEDIO",0.8,0.8,1
"The Legend of Heroes: Trails of Cold Steel","PlayStation 4",80,16,8.7,160,2019-03-26,"Role-Playing/Japanese-Style","Role-Playing",8,"ALTO","ALTO",-0.699999999999999,0.699999999999999,1
"Grim Fandango Remastered","PlayStation 4",80,45,7.8,272,2015-01-27,"General/Adventure/3D/Third-Person/Fantasy","General",8,"ALTO","ALTO",0.2,0.2,1
"Star Wars Pinball: Heroes Within","PlayStation 4",80,9,5.2,28,2014-04-29,"Action/Miscellaneous/Parlor/Pinball","Action",8,"ALTO","MEDIO",2.8,2.8,1
"Untitled Goose Game","PlayStation 4",80,10,6.8,55,2019-12-17,"Simulation/General","Simulation",8,"ALTO","MEDIO",1.2,1.2,1
"Dragon's Crown Pro","PlayStation 4",80,48,8,87,2018-05-15,"Action/Role-Playing/Action RPG/Beat-'Em-Up/2D","Action",8,"ALTO","ALTO",0,0,1
"inFamous: Second Son","PlayStation 4",80,90,8,3716,2014-03-21,"Sci-Fi/Action Adventure/Sci-Fi/Open-World","Sci-Fi",8,"ALTO","ALTO",0,0,1
"AI: The Somnium Files","PlayStation 4",80,20,8.9,311,2019-09-17,"Action Adventure/General","Action Adventure",8,"ALTO","ALTO",-0.9,0.9,1
"The Evil Within: The Assignment","PlayStation 4",80,15,8.2,201,2015-03-10,"Action Adventure/Survival","Action Adventure",8,"ALTO","ALTO",-0.199999999999999,0.199999999999999,1
"Lumines Remastered","PlayStation 4",80,16,4.4,8,2018-06-26,"Puzzle/Matching","Puzzle",8,"ALTO","BAIXO",3.6,3.6,1
"Downwell","PlayStation 4",80,14,7.1,43,2016-05-24,"Action/General","Action",8,"ALTO","MEDIO",0.9,0.9,1
"Rabi-Ribi","PlayStation 4",80,11,7.2,21,2017-09-01,"Action/Platformer/2D","Action",8,"ALTO","MEDIO",0.8,0.8,1
"Nobunaga's Ambition: Sphere of Influence","PlayStation 4",80,20,7.6,60,2015-09-01,"Strategy/Turn-Based/General","Strategy",8,"ALTO","ALTO",0.4,0.4,1
"Gravity Rush Remastered","PlayStation 4",80,62,8.1,418,2016-02-02,"Action/Action Adventure/Platformer/Open-World/3D","Action",8,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,1
"EVERYTHING","PlayStation 4",80,27,7,51,2017-03-21,"Action Adventure/Adventure/General","Action Adventure",8,"ALTO","MEDIO",1,1,1
"Judgment","PlayStation 4",80,83,8.5,344,2019-06-21,"Action Adventure/General/Open-World","Action Adventure",8,"ALTO","ALTO",-0.5,0.5,1
"Zero Escape: Zero Time Dilemma","PlayStation 4",80,8,6.6,31,2017-08-18,"Adventure/Visual Novel","Adventure",8,"ALTO","MEDIO",1.4,1.4,1
"Ziggurat","PlayStation 4",80,8,7,25,2015-04-21,"Action/Shooter/First-Person/Arcade","Action",8,"ALTO","MEDIO",1,1,1
"LocoRoco 2 Remastered","PlayStation 4",79,20,7.3,20,2017-12-09,"Action/Platformer/2D","Action",7.9,"ALTO","MEDIO",0.600000000000001,0.600000000000001,1
"Firewall Zero Hour","PlayStation 4",79,38,8.2,288,2018-08-28,"Action/Shooter/First-Person/Tactical","Action",7.9,"ALTO","ALTO",-0.299999999999999,0.299999999999999,1
"The Metronomicon: Slay the Dance Floor","PlayStation 4",79,7,7.6,9,2017-08-29,"Action/Rhythm/Music","Action",7.9,"ALTO","ALTO",0.300000000000001,0.300000000000001,1
"Knights and Bikes","PlayStation 4",79,24,7.7,48,2019-08-27,"Action Adventure/General","Action Adventure",7.9,"ALTO","ALTO",0.2,0.2,1
"Life is Strange: Before the Storm - Episode 2: Brave New World","PlayStation 4",79,32,7.9,128,2017-10-19,"Action Adventure/General","Action Adventure",7.9,"ALTO","ALTO",0,0,1
"Gravity Ghost: Deluxe Edition","PlayStation 4",79,7,2.7,9,2019-08-06,"Action/General","Action",7.9,"ALTO","BAIXO",5.2,5.2,1
"Skylanders Swap Force","PlayStation 4",79,7,5.2,53,2013-11-15,"Action/Platformer/Platformer/3D/3D","Action",7.9,"ALTO","MEDIO",2.7,2.7,1
"Until Dawn","PlayStation 4",79,103,8.3,3223,2015-08-25,"Action Adventure/Horror/Survival/Adventure/3D/Third-Person","Action Adventure",7.9,"ALTO","ALTO",-0.4,0.4,1
"LittleBigPlanet 3","PlayStation 4",79,78,7.1,677,2014-11-18,"Action/Platformer/2D","Action",7.9,"ALTO","MEDIO",0.800000000000001,0.800000000000001,1
"Hob","PlayStation 4",79,18,6.9,54,2017-09-26,"Action/Action Adventure/General","Action",7.9,"ALTO","MEDIO",1,1,1
"Pinball FX2 VR","PlayStation 4",79,22,7.1,19,2016-11-29,"Action/Miscellaneous/General/Pinball","Action",7.9,"ALTO","MEDIO",0.800000000000001,0.800000000000001,1
"LocoRoco","PlayStation 4",79,31,7.1,37,2017-05-09,"Action/Platformer/2D","Action",7.9,"ALTO","MEDIO",0.800000000000001,0.800000000000001,1
"NieR: Automata - 3C3C1D119440927","PlayStation 4",79,10,7.3,67,2017-05-02,"Role-Playing/Action RPG","Role-Playing",7.9,"ALTO","MEDIO",0.600000000000001,0.600000000000001,1
"Fire Pro Wrestling World","PlayStation 4",79,19,7.6,34,2018-08-28,"Sports/Individual/Combat/Wrestling","Sports",7.9,"ALTO","ALTO",0.300000000000001,0.300000000000001,1
"Rock of Ages 2: Bigger & Boulder","PlayStation 4",79,14,7.3,23,2017-08-28,"Action/General","Action",7.9,"ALTO","MEDIO",0.600000000000001,0.600000000000001,1
"Shooty Fruity","PlayStation 4",79,10,7,15,2017-12-19,"Action/Shooter/Light Gun","Action",7.9,"ALTO","MEDIO",0.9,0.9,1
"ECHO","PlayStation 4",79,24,6.8,22,2017-10-10,"Action Adventure/General","Action Adventure",7.9,"ALTO","MEDIO",1.1,1.1,1
"Driveclub Bikes","PlayStation 4",79,29,7.4,122,2015-10-27,"Racing/Simulation/Automobile","Racing",7.9,"ALTO","MEDIO",0.5,0.5,1
"Nioh: Defiant Honor","PlayStation 4",79,8,6.8,38,2017-07-25,"Role-Playing/Action RPG","Role-Playing",7.9,"ALTO","MEDIO",1.1,1.1,1
"The King of Fighters XIV","PlayStation 4",79,55,8.2,286,2016-08-23,"Action/Fighting/2D","Action",7.9,"ALTO","ALTO",-0.299999999999999,0.299999999999999,1
"Tales of Berseria","PlayStation 4",79,57,7.1,526,2017-01-24,"Japanese-Style/Role-Playing/Action RPG","Japanese-Style",7.9,"ALTO","MEDIO",0.800000000000001,0.800000000000001,1
"Alienation","PlayStation 4",79,63,7.8,213,2016-04-26,"Sci-Fi/Action/Shooter/Third-Person/Shoot-'Em-Up/Arcade/Top-Down","Sci-Fi",7.9,"ALTO","ALTO",0.100000000000001,0.100000000000001,1
"Bleed 2","PlayStation 4",79,9,6.9,8,2018-02-06,"Action/Platformer/2D","Action",7.9,"ALTO","MEDIO",1,1,1
"River City Girls","PlayStation 4",79,16,6.3,52,2019-09-05,"Action/Beat-'Em-Up/2D","Action",7.9,"ALTO","MEDIO",1.6,1.6,1
"Pinball FX3","PlayStation 4",78,9,6.1,15,2017-09-26,"Action/Pinball","Action",7.8,"ALTO","MEDIO",1.7,1.7,1
"ZEN Pinball 2: Balls of Glory","PlayStation 4",78,9,6.2,5,2015-10-20,"Action/Pinball","Action",7.8,"ALTO","MEDIO",1.6,1.6,1
"Detroit: Become Human","PlayStation 4",78,104,8.8,4697,2018-05-25,"Action Adventure/Open-World/Adventure/3D/Third-Person","Action Adventure",7.8,"ALTO","ALTO",-1,1,1
"EVERSPACE","PlayStation 4",78,10,5.9,32,2018-05-22,"Simulation/Action Adventure/Space/Open-World/Combat","Simulation",7.8,"ALTO","MEDIO",1.9,1.9,1
"For Honor: Marching Fire","PlayStation 4",78,8,3.4,9,2018-10-16,"Action Adventure/General","Action Adventure",7.8,"ALTO","BAIXO",4.4,4.4,1
"Death Road to Canada","PlayStation 4",78,14,5.9,8,2018-05-08,"Action/General","Action",7.8,"ALTO","MEDIO",1.9,1.9,1
"Super Rude Bear Resurrection","PlayStation 4",78,12,5,6,2017-05-02,"Action/Platformer/2D","Action",7.8,"ALTO","MEDIO",2.8,2.8,1
"King's Quest Chapter 5: The Good Knight","PlayStation 4",78,7,5.4,18,2016-10-25,"Adventure/General","Adventure",7.8,"ALTO","MEDIO",2.4,2.4,1
"Hatsune Miku: Project Diva X","PlayStation 4",78,22,7.4,78,2016-08-30,"Action/Rhythm/Music","Action",7.8,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"Grand Kingdom","PlayStation 4",78,33,7.3,91,2016-06-21,"Strategy/Turn-Based/Tactics","Strategy",7.8,"ALTO","MEDIO",0.5,0.5,1
"1001 Spikes","PlayStation 4",78,8,6.5,37,2014-06-03,"Action/Platformer/Platformer/2D/2D","Action",7.8,"ALTO","MEDIO",1.3,1.3,1
"The Persistence VR","PlayStation 4",78,28,8,72,2018-07-24,"Adventure/3D/First-Person","Adventure",7.8,"ALTO","ALTO",-0.2,0.2,1
"Life is Strange 2","PlayStation 4",78,17,6.4,373,2018-09-26,"Action Adventure/General","Action Adventure",7.8,"ALTO","MEDIO",1.4,1.4,1
"Forma.8","PlayStation 4",78,17,5.4,38,2017-02-23,"Action/Action Adventure/Platformer/Open-World/2D","Action",7.8,"ALTO","MEDIO",2.4,2.4,1
"Don't Starve: Console Edition","PlayStation 4",78,36,7.1,389,2014-01-07,"Action Adventure/Fantasy/General/Fantasy/Sandbox","Action Adventure",7.8,"ALTO","MEDIO",0.7,0.7,1
"Atelier Lulua: The Scion of Arland","PlayStation 4",78,22,6.6,28,2019-05-21,"Role-Playing/Japanese-Style","Role-Playing",7.8,"ALTO","MEDIO",1.2,1.2,1
"Fortnite","PlayStation 4",78,16,3.7,1060,2017-07-21,"Action/Shooter/Third-Person/Tactical","Action",7.8,"ALTO","BAIXO",4.1,4.1,1
"Yakuza 4 Remastered","PlayStation 4",78,8,7.6,40,2019-10-29,"Action Adventure/Open-World","Action Adventure",7.8,"ALTO","ALTO",0.2,0.2,1
"Heavy Rain & Beyond: Two Souls Collection","PlayStation 4",78,8,8.5,282,2016-03-04,"Miscellaneous/Compilation","Miscellaneous",7.8,"ALTO","ALTO",-0.7,0.7,1
"RIGS: Mechanized Combat League","PlayStation 4",78,45,7.5,127,2016-10-13,"Simulation/Vehicle/Combat","Simulation",7.8,"ALTO","ALTO",0.3,0.3,1
"Heavy Rain","PlayStation 4",78,30,7.9,983,2016-03-01,"Adventure/3D/Third-Person","Adventure",7.8,"ALTO","ALTO",-0.100000000000001,0.100000000000001,1
"Under Night In-Birth Exe:Late[st]","PlayStation 4",78,30,7.4,28,2018-02-09,"Action/Fighting/2D","Action",7.8,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"The Forest","PlayStation 4",78,7,7.4,77,2018-11-06,"Action Adventure/Survival","Action Adventure",7.8,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"The Legend of Heroes: Trails of Cold Steel II","PlayStation 4",78,22,8.4,111,2019-06-04,"Role-Playing/Japanese-Style","Role-Playing",7.8,"ALTO","ALTO",-0.600000000000001,0.600000000000001,1
"Shakedown Hawaii","PlayStation 4",78,10,5,31,2019-05-07,"Action Adventure/Open-World","Action Adventure",7.8,"ALTO","MEDIO",2.8,2.8,1
"Darknet","PlayStation 4",78,8,5.4,9,2017-03-07,"Puzzle/General","Puzzle",7.8,"ALTO","MEDIO",2.4,2.4,1
"Amnesia Collection","PlayStation 4",78,27,7.1,81,2016-11-22,"Miscellaneous/Compilation","Miscellaneous",7.8,"ALTO","MEDIO",0.7,0.7,1
"The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys","PlayStation 4",78,10,7,31,2019-01-15,"Adventure/Point-and-Click","Adventure",7.8,"ALTO","MEDIO",0.8,0.8,1
"PlanetSide 2","PlayStation 4",78,17,7,155,2015-06-23,"Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Tactical/Arcade","Action",7.8,"ALTO","MEDIO",0.8,0.8,1
"Tales From The Borderlands: Episode 4 - Escape Plan Bravo","PlayStation 4",78,9,7.7,56,2015-08-18,"Adventure/General","Adventure",7.8,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,1
"ABZU","PlayStation 4",78,72,7.6,337,2016-08-02,"Fantasy/Action Adventure/Adventure/General/3D/Third-Person","Fantasy",7.8,"ALTO","ALTO",0.2,0.2,1
"Toki Tori 2 +","PlayStation 4",78,7,5.6,5,2016-02-23,"Puzzle/Action","Puzzle",7.8,"ALTO","MEDIO",2.2,2.2,1
"Outlast","PlayStation 4",78,33,7.8,801,2014-02-04,"Horror/Action Adventure/Horror/Survival","Horror",7.8,"ALTO","ALTO",0,0,1
"Call of Duty: Black Ops III - Zombies Chronicles","PlayStation 4",78,12,6.6,45,2017-05-16,"Action/Shooter/First-Person/Arcade","Action",7.8,"ALTO","MEDIO",1.2,1.2,1
"Everybody's Gone to the Rapture","PlayStation 4",78,89,6.5,598,2015-08-11,"Action/General/General/Adventure/3D/First-Person","Action",7.8,"ALTO","MEDIO",1.3,1.3,1
"Everybody's Golf","PlayStation 4",78,48,7.6,159,2017-08-29,"Traditional/Sports/Individual/Golf/Arcade","Traditional",7.8,"ALTO","ALTO",0.2,0.2,1
"Flywrench","PlayStation 4",78,8,3.5,15,2017-02-14,"Action/General","Action",7.8,"ALTO","BAIXO",4.3,4.3,1
"Teslagrad","PlayStation 4",78,14,6.8,112,2015-04-14,"Action/Platformer/2D","Action",7.8,"ALTO","MEDIO",1,1,1
"Yomawari: Midnight Shadows","PlayStation 4",77,23,7,26,2017-10-24,"Action Adventure/Survival","Action Adventure",7.7,"ALTO","MEDIO",0.7,0.7,1
"Linelight","PlayStation 4",77,8,5.5,14,2017-01-31,"Puzzle/Action","Puzzle",7.7,"ALTO","MEDIO",2.2,2.2,1
"Life is Strange 2: Episode 4 - Faith","PlayStation 4",77,15,4.8,40,2019-08-22,"Action Adventure/General","Action Adventure",7.7,"ALTO","BAIXO",2.9,2.9,1
"Life Goes On: Done to Death","PlayStation 4",77,15,6.9,12,2016-05-17,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.8,0.8,1
"Ultimate Marvel vs. Capcom 3","PlayStation 4",77,27,7.5,64,2016-12-03,"Action/Fighting/2D","Action",7.7,"ALTO","ALTO",0.2,0.2,1
"Street Fighter V","PlayStation 4",77,80,3.6,1394,2016-02-16,"Action/Fighting/2D","Action",7.7,"ALTO","BAIXO",4.1,4.1,1
"Shu","PlayStation 4",77,13,6.8,10,2016-10-04,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.9,0.9,1
"Dragon Quest Heroes: The World Tree's Woe and the Blight Below","PlayStation 4",77,75,7.6,242,2015-10-13,"2D/Action/Beat-'Em-Up/3D","2D",7.7,"ALTO","ALTO",0.100000000000001,0.100000000000001,1
"Final Fantasy XV: Royal Edition","PlayStation 4",77,7,8.6,476,2018-03-06,"Role-Playing/Action RPG","Role-Playing",7.7,"ALTO","ALTO",-0.899999999999999,0.899999999999999,1
"Life is Strange: Before the Storm","PlayStation 4",77,19,7.8,392,2017-08-31,"Action Adventure/General","Action Adventure",7.7,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,1
"Super Cane Magic ZERO","PlayStation 4",77,8,5.2,10,2019-05-30,"Role-Playing/Japanese-Style","Role-Playing",7.7,"ALTO","MEDIO",2.5,2.5,1
"Little Red Lie","PlayStation 4",77,8,3.7,6,2018-01-09,"Adventure/General","Adventure",7.7,"ALTO","BAIXO",4,4,1
"Duke Nukem 3D: 20th Anniversary World Tour","PlayStation 4",77,15,7.2,36,2016-10-11,"Action/Shooter/First-Person/Arcade","Action",7.7,"ALTO","MEDIO",0.5,0.5,1
"World of Final Fantasy","PlayStation 4",77,78,7.7,385,2016-10-25,"Role-Playing/Japanese-Style","Role-Playing",7.7,"ALTO","ALTO",0,0,1
"Hitman GO: Definitive Edition","PlayStation 4",77,27,6.6,63,2016-02-23,"Strategy/Turn-Based/General","Strategy",7.7,"ALTO","MEDIO",1.1,1.1,1
"Xeodrifter","PlayStation 4",77,14,5.5,66,2015-09-01,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",2.2,2.2,1
"The Elder Scrolls V: Skyrim VR","PlayStation 4",77,44,8,271,2017-11-17,"Role-Playing/Western-Style","Role-Playing",7.7,"ALTO","ALTO",-0.3,0.3,1
"Lost Orbit","PlayStation 4",77,19,7.1,23,2015-05-12,"Action/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.600000000000001,0.600000000000001,1
"Headlander","PlayStation 4",77,40,7,37,2016-07-26,"Action/Action Adventure/General/Platformer/2D","Action",7.7,"ALTO","MEDIO",0.7,0.7,1
"Batman: The Enemy Within - Episode 4: What Ails You","PlayStation 4",77,9,6.8,20,2018-01-22,"Adventure/Point-and-Click","Adventure",7.7,"ALTO","MEDIO",0.9,0.9,1
"Toukiden 2","PlayStation 4",77,46,7.5,91,2017-03-21,"Role-Playing/Action RPG","Role-Playing",7.7,"ALTO","ALTO",0.2,0.2,1
"GNOG","PlayStation 4",77,29,6.9,32,2017-05-02,"Adventure/General","Adventure",7.7,"ALTO","MEDIO",0.8,0.8,1
"Tropico 5","PlayStation 4",76,17,7.1,149,2015-04-28,"Tycoon/Business / Tycoon/Strategy/Management/Government","Tycoon",7.6,"ALTO","MEDIO",0.5,0.5,1
"Blasters of the Universe","PlayStation 4",76,12,7.2,13,2018-02-27,"Action/Shooter/First-Person/Arcade","Action",7.6,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"Kingdom Hearts HD 2.8 Final Chapter Prologue","PlayStation 4",76,69,8.2,397,2017-01-24,"Miscellaneous/Compilation/Role-Playing/Action RPG","Miscellaneous",7.6,"ALTO","ALTO",-0.6,0.6,1
"War Thunder","PlayStation 4",76,17,5.5,404,2014-06-03,"Action/Simulation/General/Flight/Vehicle/Combat","Action",7.6,"ALTO","MEDIO",2.1,2.1,1
"BlazBlue: Cross Tag Battle","PlayStation 4",76,27,6.6,73,2018-06-05,"Action/Fighting/2D","Action",7.6,"ALTO","MEDIO",1,1,1
"Pode","PlayStation 4",76,8,3.9,10,2019-02-19,"Adventure/3D/Third-Person","Adventure",7.6,"ALTO","BAIXO",3.7,3.7,1
"Dragon Quest Heroes II","PlayStation 4",76,68,7.6,74,2017-04-25,"Action/Beat-'Em-Up/3D","Action",7.6,"ALTO","ALTO",0,0,1
"Cosmic Star Heroine","PlayStation 4",76,8,7.5,47,2017-04-11,"Console-style RPG/Console-style RPG/Role-Playing/Japanese-Style","Console-style RPG",7.6,"ALTO","ALTO",0.0999999999999996,0.0999999999999996,1
"Apotheon","PlayStation 4",76,26,7.3,248,2015-02-03,"Action/Beat-'Em-Up/2D","Action",7.6,"ALTO","MEDIO",0.3,0.3,1
"2064: Read Only Memories","PlayStation 4",76,14,3.4,547,2017-01-17,"General/Adventure/Point-and-Click","General",7.6,"ALTO","BAIXO",4.2,4.2,1
"Tethered","PlayStation 4",76,14,7.4,41,2016-10-25,"Action/General","Action",7.6,"ALTO","MEDIO",0.199999999999999,0.199999999999999,1
"Race the Sun","PlayStation 4",76,9,6.1,88,2014-10-21,"Action/Racing/General/Arcade/Futuristic","Action",7.6,"ALTO","MEDIO",1.5,1.5,1
"Trover Saves the Universe","PlayStation 4",76,35,8,89,2019-05-31,"Action/General","Action",7.6,"ALTO","ALTO",-0.4,0.4,1
"Mutazione","PlayStation 4",76,11,7.2,19,2019-09-19,"Adventure/Point-and-Click","Adventure",7.6,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"The Elder Scrolls Online: Summerset","PlayStation 4",76,9,5.5,35,2018-06-05,"Role-Playing/Massively Multiplayer","Role-Playing",7.6,"ALTO","MEDIO",2.1,2.1,1
"Chaos;Child","PlayStation 4",76,18,8.2,31,2017-10-17,"Adventure/General/Visual Novel","Adventure",7.6,"ALTO","ALTO",-0.6,0.6,1
"Call of Duty: Infinite Warfare - Sabotage","PlayStation 4",76,11,1.6,35,2017-01-31,"Action/Shooter/First-Person/Tactical","Action",7.6,"ALTO","BAIXO",6,6,1
"Werewolves Within","PlayStation 4",76,17,7.1,28,2016-12-06,"Miscellaneous/Party / Minigame","Miscellaneous",7.6,"ALTO","MEDIO",0.5,0.5,1
"WindJammers","PlayStation 4",76,30,6.8,13,2017-08-29,"Sports/Individual/Other","Sports",7.6,"ALTO","MEDIO",0.8,0.8,1
"Nioh: Dragon of the North","PlayStation 4",76,14,7.7,80,2017-05-02,"Role-Playing/Action RPG","Role-Playing",7.6,"ALTO","ALTO",-0.100000000000001,0.100000000000001,1
"Flinthook","PlayStation 4",76,14,7,21,2017-04-14,"Action/Platformer/2D","Action",7.6,"ALTO","MEDIO",0.6,0.6,1
"Momodora: Reverie Under the Moonlight","PlayStation 4",76,22,7.3,39,2017-03-16,"Action/Action Adventure/General/Open-World","Action",7.6,"ALTO","MEDIO",0.3,0.3,1
"Minutes","PlayStation 4",76,11,7.2,20,2015-02-10,"Action/General","Action",7.6,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"LawBreakers","PlayStation 4",76,32,5.8,114,2017-08-08,"Third-Person/Arcade/Action/Shooter/First-Person/Tactical","Third-Person",7.6,"ALTO","MEDIO",1.8,1.8,1
"Samurai Warriors 4","PlayStation 4",76,31,7.6,97,2014-10-21,"Action/Beat-'Em-Up/3D","Action",7.6,"ALTO","ALTO",0,0,1
"Klaus","PlayStation 4",76,28,7.2,33,2016-01-19,"Action/Platformer/2D","Action",7.6,"ALTO","MEDIO",0.399999999999999,0.399999999999999,1
"Marvel's Spider-Man: The Heist","PlayStation 4",76,25,6.8,170,2018-10-23,"Action Adventure/Open-World","Action Adventure",7.6,"ALTO","MEDIO",0.8,0.8,1
"The Flame in the Flood: Complete Edition","PlayStation 4",76,31,6.1,22,2017-01-17,"Action Adventure/General/Survival","Action Adventure",7.6,"ALTO","MEDIO",1.5,1.5,1
"The Walking Dead: Michonne - Episode 3: What We Deserve","PlayStation 4",76,8,7.1,24,2016-04-26,"Adventure/3D/Third-Person","Adventure",7.6,"ALTO","MEDIO",0.5,0.5,1
"JYDGE","PlayStation 4",76,13,6.6,10,2017-10-03,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.6,"ALTO","MEDIO",1,1,1
"Full Throttle Remastered","PlayStation 4",76,17,7.4,48,2017-04-18,"Adventure/Point-and-Click","Adventure",7.6,"ALTO","MEDIO",0.199999999999999,0.199999999999999,1
