"name","plataform","metascore","metascore_reviews","userscore","userscore_reviews","release","genre","genero_principal","metascore_norm","metascore_cat","userscore_cat","diff_m_u","diff_m_u_abs","exclusivo"
"NHL 18","PlayStation 4",75,27,3.6,99,2017-09-12,"Sports/Team/Ice Hockey/Sim","Sports",7.5,"ALTO","BAIXO",3.9,3.9,0
"Unruly Heroes","PlayStation 4",75,15,6.7,19,2019-05-28,"Action/Platformer/2D","Action",7.5,"ALTO","MEDIO",0.8,0.8,0
"Saints Row IV: Re-Elected","PlayStation 4",75,25,7.3,152,2015-01-20,"Action Adventure/Modern/Open-World","Action Adventure",7.5,"ALTO","MEDIO",0.2,0.2,0
"EA Sports UFC 3","PlayStation 4",75,56,4,255,2018-01-30,"Sports/Individual/Combat/Boxing / Martial Arts","Sports",7.5,"ALTO","BAIXO",3.5,3.5,0
"The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running","PlayStation 4",75,14,7.2,57,2018-08-14,"Adventure/Point-and-Click","Adventure",7.5,"ALTO","MEDIO",0.3,0.3,0
"Sega Genesis Classics","PlayStation 4",75,27,7.4,50,2018-05-29,"Miscellaneous/Compilation","Miscellaneous",7.5,"ALTO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Killing Floor 2","PlayStation 4",75,43,7.2,188,2016-11-16,"Action/Shooter/First-Person/Arcade","Action",7.5,"ALTO","MEDIO",0.3,0.3,0
"The Golf Club 2019 featuring PGA Tour","PlayStation 4",75,12,6.6,35,2018-08-28,"Sports/Individual/Golf/Sim","Sports",7.5,"ALTO","MEDIO",0.9,0.9,0
"Remothered: Tormented Fathers","PlayStation 4",75,13,7.6,61,2018-07-25,"Action Adventure/Survival","Action Adventure",7.5,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,0
"Metal Gear Solid V: Ground Zeroes","PlayStation 4",75,70,6.4,1454,2014-03-18,"Action Adventure/General/Modern/Open-World","Action Adventure",7.5,"ALTO","MEDIO",1.1,1.1,0
"Resident Evil: Revelations 2 - Episode 2: Contemplation","PlayStation 4",75,17,6.8,73,2015-03-03,"Action Adventure/Survival","Action Adventure",7.5,"ALTO","MEDIO",0.7,0.7,0
"Life is Strange 2: Episode 3 - Wastelands","PlayStation 4",75,23,5.3,55,2019-05-09,"Action Adventure/General","Action Adventure",7.5,"ALTO","MEDIO",2.2,2.2,0
"Etherborn","PlayStation 4",75,15,7.5,17,2019-07-18,"Adventure/3D/First-Person/Third-Person","Adventure",7.5,"ALTO","ALTO",0,0,0
"Battle Chasers: Nightwar","PlayStation 4",75,34,6.7,77,2017-10-03,"Role-Playing/Action RPG/Japanese-Style","Role-Playing",7.5,"ALTO","MEDIO",0.8,0.8,0
"Tempest 4000","PlayStation 4",75,16,4.8,14,2018-07-17,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.5,"ALTO","BAIXO",2.7,2.7,0
"The Long Dark","PlayStation 4",75,16,6.7,60,2017-08-01,"Simulation/Action Adventure/General/Survival","Simulation",7.5,"ALTO","MEDIO",0.8,0.8,0
"Fallout 4: Far Harbor","PlayStation 4",75,18,6.5,195,2016-05-19,"Role-Playing/Western-Style","Role-Playing",7.5,"ALTO","MEDIO",1,1,0
"Bulletstorm: Full Clip Edition","PlayStation 4",75,43,7.1,138,2017-04-07,"Action/Shooter/First-Person/Arcade","Action",7.5,"ALTO","MEDIO",0.4,0.4,0
"Life is Strange: Episode 1 - Chrysalis","PlayStation 4",75,43,8.2,519,2015-01-30,"Action Adventure/General","Action Adventure",7.5,"ALTO","ALTO",-0.699999999999999,0.699999999999999,0
"ONRUSH","PlayStation 4",75,54,6,170,2018-06-05,"Racing/Arcade/Automobile","Racing",7.5,"ALTO","MEDIO",1.5,1.5,0
"The Council - Episode 1: The Mad Ones","PlayStation 4",75,27,7.5,42,2018-03-13,"Adventure/General","Adventure",7.5,"ALTO","ALTO",0,0,0
"Ken Follett's The Pillars of the Earth","PlayStation 4",75,9,6.8,17,2017-09-12,"Adventure/Visual Novel","Adventure",7.5,"ALTO","MEDIO",0.7,0.7,0
"Shantae and the Pirate's Curse","PlayStation 4",75,8,7.5,40,2016-04-09,"Action/Platformer/2D","Action",7.5,"ALTO","ALTO",0,0,0
"The Evil Within","PlayStation 4",75,65,7.5,1705,2014-10-14,"Horror/Action Adventure/Horror/Survival","Horror",7.5,"ALTO","ALTO",0,0,0
"The Elder Scrolls Online: Morrowind","PlayStation 4",75,15,6.3,50,2017-06-06,"Role-Playing/Massively Multiplayer","Role-Playing",7.5,"ALTO","MEDIO",1.2,1.2,0
"Resident Evil: Revelations 2 - Episode 1: Penal Colony","PlayStation 4",75,22,7.1,118,2015-02-24,"Action Adventure/Survival","Action Adventure",7.5,"ALTO","MEDIO",0.4,0.4,0
"Attack on Titan 2","PlayStation 4",75,50,7.4,65,2018-03-20,"Action/General","Action",7.5,"ALTO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Game of Thrones: Episode Six - The Ice Dragon","PlayStation 4",75,13,6.7,48,2015-11-17,"Action/General/Adventure/Point-and-Click","Action",7.5,"ALTO","MEDIO",0.8,0.8,0
"My Time At Portia","PlayStation 4",75,12,5.1,39,2019-04-16,"Simulation/Virtual/Virtual Life","Simulation",7.5,"ALTO","MEDIO",2.4,2.4,0
"Shenmue I & II","PlayStation 4",75,32,8.3,262,2018-08-21,"Miscellaneous/Compilation","Miscellaneous",7.5,"ALTO","ALTO",-0.800000000000001,0.800000000000001,0
"Resident Evil: Revelations 2 - Episode 4: Metamorphosis","PlayStation 4",75,15,6.7,41,2015-03-17,"Action Adventure/Survival","Action Adventure",7.5,"ALTO","MEDIO",0.8,0.8,0
"Unmechanical: Extended Edition","PlayStation 4",75,14,6.6,36,2015-02-10,"Action/Puzzle/General/Platformer/2D","Action",7.5,"ALTO","MEDIO",0.9,0.9,0
"Attack on Titan 2: Final Battle","PlayStation 4",75,17,4.9,19,2019-07-05,"Action/General","Action",7.5,"ALTO","BAIXO",2.6,2.6,0
"The Gardens Between","PlayStation 4",75,18,5.1,12,2018-09-20,"Adventure/General","Adventure",7.5,"ALTO","MEDIO",2.4,2.4,0
"Resident Evil: Revelations 2","PlayStation 4",75,30,7.7,465,2015-03-17,"Horror/Action Adventure/Survival","Horror",7.5,"ALTO","ALTO",-0.2,0.2,0
"Dead or Alive 5 Last Round","PlayStation 4",74,39,7.3,221,2015-02-17,"Action/Fighting/3D","Action",7.4,"MEDIO","MEDIO",0.100000000000001,0.100000000000001,0
"Lara Croft and the Temple of Osiris","PlayStation 4",74,40,6.5,170,2014-12-09,"Action/Action Adventure/Platformer/Linear/2D","Action",7.4,"MEDIO","MEDIO",0.9,0.9,0
"LEGO DC Super-Villains","PlayStation 4",74,42,7.1,35,2018-10-16,"Action Adventure/General","Action Adventure",7.4,"MEDIO","MEDIO",0.300000000000001,0.300000000000001,0
"Awesomenauts Assemble!","PlayStation 4",74,7,7,84,2014-03-04,"Strategy/Real-Time/MOBA","Strategy",7.4,"MEDIO","MEDIO",0.4,0.4,0
"Castlevania Anniversary Collection","PlayStation 4",74,16,5.1,30,2019-05-16,"Miscellaneous/Compilation","Miscellaneous",7.4,"MEDIO","MEDIO",2.3,2.3,0
"Far Cry 4: Valley of the Yetis","PlayStation 4",74,15,7.1,47,2015-03-10,"Action/Shooter/First-Person/Arcade","Action",7.4,"MEDIO","MEDIO",0.300000000000001,0.300000000000001,0
"Rad","PlayStation 4",74,31,6.7,26,2019-08-20,"Adventure/Action Adventure/General","Adventure",7.4,"MEDIO","MEDIO",0.7,0.7,0
"Stealth Inc 2: A Game of Clones","PlayStation 4",74,12,7,26,2015-04-07,"Action/Platformer/2D","Action",7.4,"MEDIO","MEDIO",0.4,0.4,0
"Neverwinter","PlayStation 4",74,7,6.6,105,2016-07-19,"Role-Playing/Massively Multiplayer","Role-Playing",7.4,"MEDIO","MEDIO",0.800000000000001,0.800000000000001,0
"Madden NFL 25","PlayStation 4",74,13,5.2,125,2013-11-12,"Sports/Traditional/Team/Football/Arcade/Arcade/Sim","Sports",7.4,"MEDIO","MEDIO",2.2,2.2,0
"Layers of Fear","PlayStation 4",74,38,7.2,151,2016-02-16,"Adventure/3D/First-Person","Adventure",7.4,"MEDIO","MEDIO",0.2,0.2,0
"Dying Light","PlayStation 4",74,58,7.9,1577,2015-01-27,"Horror/Action Adventure/Horror/Survival","Horror",7.4,"MEDIO","ALTO",-0.5,0.5,0
"Sky Force Reloaded","PlayStation 4",74,13,7.7,23,2017-11-28,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",7.4,"MEDIO","ALTO",-0.3,0.3,0
"Attack on Titan","PlayStation 4",74,58,7,128,2016-08-30,"Action/Beat-'Em-Up/3D","Action",7.4,"MEDIO","MEDIO",0.4,0.4,0
"Batman: The Telltale Series - Episode 3: New World Order","PlayStation 4",74,11,6.9,32,2016-10-25,"Adventure/Point-and-Click","Adventure",7.4,"MEDIO","MEDIO",0.5,0.5,0
"The Elder Scrolls Online: Tamriel Unlimited","PlayStation 4",74,30,7.6,972,2015-06-09,"First-Person/First-Person/Massively Multiplayer Online/Fantasy/Role-Playing/Massively Multiplayer","First-Person",7.4,"MEDIO","ALTO",-0.199999999999999,0.199999999999999,0
"SNK 40th Anniversary Collection","PlayStation 4",74,9,6.4,10,2019-03-19,"Miscellaneous/Compilation","Miscellaneous",7.4,"MEDIO","MEDIO",1,1,0
"Batman: The Telltale Series - Episode 4: Guardian of Gotham","PlayStation 4",73,12,6.2,24,2016-11-22,"Adventure/Point-and-Click","Adventure",7.3,"MEDIO","MEDIO",1.1,1.1,0
"Sherlock Holmes: Crimes & Punishments","PlayStation 4",73,36,7.1,228,2014-09-30,"Adventure/General","Adventure",7.3,"MEDIO","MEDIO",0.2,0.2,0
"NBA Live 19","PlayStation 4",73,26,6.3,74,2018-09-07,"Sports/Team/Basketball/Sim","Sports",7.3,"MEDIO","MEDIO",1,1,0
"Battlefield Hardline","PlayStation 4",73,46,5.2,982,2015-03-17,"Modern/Action/Shooter/First-Person/Tactical/Arcade","Modern",7.3,"MEDIO","MEDIO",2.1,2.1,0
"Just Dance 2017","PlayStation 4",73,12,6.5,11,2016-10-25,"Action/Rhythm/Dancing","Action",7.3,"MEDIO","MEDIO",0.8,0.8,0
"Battlefield V","PlayStation 4",73,23,2.3,2561,2018-11-15,"Action/Shooter/First-Person/Tactical","Action",7.3,"MEDIO","BAIXO",5,5,0
"Just Dance 2016","PlayStation 4",73,10,5.8,26,2015-10-20,"Action/Rhythm/Dancing","Action",7.3,"MEDIO","MEDIO",1.5,1.5,0
"Life is Strange 2: Episode 2 - Rules","PlayStation 4",73,25,4.9,71,2019-01-24,"Action Adventure/General","Action Adventure",7.3,"MEDIO","BAIXO",2.4,2.4,0
"Onimusha: Warlords","PlayStation 4",73,26,6.5,74,2019-01-15,"Action Adventure/General","Action Adventure",7.3,"MEDIO","MEDIO",0.8,0.8,0
"Never Alone","PlayStation 4",73,25,6.6,216,2014-11-18,"Action/Platformer/2D","Action",7.3,"MEDIO","MEDIO",0.7,0.7,0
"GRID","PlayStation 4",73,45,5.8,80,2019-10-11,"Racing/Simulation/Automobile","Racing",7.3,"MEDIO","MEDIO",1.5,1.5,0
"Just Cause 3","PlayStation 4",73,42,6.4,707,2015-12-01,"Sci-Fi/Action Adventure/Open-World","Sci-Fi",7.3,"MEDIO","MEDIO",0.899999999999999,0.899999999999999,0
"Vaporum","PlayStation 4",73,11,4.2,13,2019-04-09,"Role-Playing/Action RPG","Role-Playing",7.3,"MEDIO","BAIXO",3.1,3.1,0
"Minecraft: Story Mode - Episode 3: The Last Place You Look","PlayStation 4",73,7,4.9,31,2015-11-24,"Action Adventure/Adventure/General/Point-and-Click/Linear","Action Adventure",7.3,"MEDIO","BAIXO",2.4,2.4,0
"Strange Brigade","PlayStation 4",73,36,6.1,45,2018-08-28,"Action/Shooter/Third-Person/Arcade","Action",7.3,"MEDIO","MEDIO",1.2,1.2,0
"Destiny 2: Shadowkeep","PlayStation 4",73,27,5.6,89,2019-10-01,"Action/Shooter/First-Person/Arcade","Action",7.3,"MEDIO","MEDIO",1.7,1.7,0
"Surviving Mars","PlayStation 4",73,17,6.2,31,2018-03-15,"Strategy/Management/Government","Strategy",7.3,"MEDIO","MEDIO",1.1,1.1,0
"LEGO Batman 3: Beyond Gotham","PlayStation 4",73,43,7,115,2014-11-11,"Action Adventure/General/Modern","Action Adventure",7.3,"MEDIO","MEDIO",0.3,0.3,0
"LEGO Marvel Super Heroes 2","PlayStation 4",73,61,7.1,59,2017-11-14,"Action/Platformer/3D","Action",7.3,"MEDIO","MEDIO",0.2,0.2,0
"NBA 2K Playgrounds 2","PlayStation 4",73,29,5.4,38,2018-10-16,"Sports/Team/Basketball/Arcade","Sports",7.3,"MEDIO","MEDIO",1.9,1.9,0
"Game of Thrones: Episode Four - Sons of Winter","PlayStation 4",73,15,7,47,2015-05-26,"Action/Adventure/General/Point-and-Click","Action",7.3,"MEDIO","MEDIO",0.3,0.3,0
"WWE 2K16","PlayStation 4",73,47,7.2,262,2015-10-27,"Action/Sports/General/Individual/Combat/Wrestling","Action",7.3,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Aven Colony","PlayStation 4",73,16,7.2,18,2017-07-25,"Strategy/Management/Government","Strategy",7.3,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Warhammer: End Times - Vermintide","PlayStation 4",73,13,6.1,29,2016-10-04,"Action/Shooter/First-Person/Tactical","Action",7.3,"MEDIO","MEDIO",1.2,1.2,0
"The Surge","PlayStation 4",73,57,6.6,306,2017-05-16,"Role-Playing/Action RPG","Role-Playing",7.3,"MEDIO","MEDIO",0.7,0.7,0
"Assetto Corsa","PlayStation 4",73,35,6,103,2016-08-30,"Racing/Simulation/Automobile","Racing",7.3,"MEDIO","MEDIO",1.3,1.3,0
"LEGO Harry Potter Collection","PlayStation 4",73,17,7.4,51,2016-10-18,"Miscellaneous/Compilation","Miscellaneous",7.3,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,0
"Immortal Redneck","PlayStation 4",73,9,6.4,10,2018-02-27,"Action/Shooter/First-Person/Arcade","Action",7.3,"MEDIO","MEDIO",0.899999999999999,0.899999999999999,0
"Star Wars Battlefront","PlayStation 4",73,59,5,2570,2015-11-17,"General/General/Action/Shooter/First-Person/Tactical","General",7.3,"MEDIO","MEDIO",2.3,2.3,0
"Tom Clancy's Rainbow Six Siege","PlayStation 4",73,40,7.3,973,2015-12-01,"Modern/Action/Shooter/First-Person/Tactical","Modern",7.3,"MEDIO","MEDIO",0,0,0
"Sparklite","PlayStation 4",72,17,5.7,15,2019-11-14,"Action Adventure/General","Action Adventure",7.2,"MEDIO","MEDIO",1.5,1.5,0
"Styx: Shards of Darkness","PlayStation 4",72,31,7.2,60,2017-03-14,"Action Adventure/General","Action Adventure",7.2,"MEDIO","MEDIO",0,0,0
"Broken Sword 5: The Serpent's Curse","PlayStation 4",72,14,7,50,2015-09-08,"Adventure/General","Adventure",7.2,"MEDIO","MEDIO",0.2,0.2,0
"Final Fantasy Type-0 HD","PlayStation 4",72,77,7.5,625,2015-03-17,"Role-Playing/Action RPG","Role-Playing",7.2,"MEDIO","ALTO",-0.3,0.3,0
"Monster Energy Supercross - The Official Videogame 2","PlayStation 4",72,20,5.2,19,2019-02-05,"Racing/Arcade/Automobile","Racing",7.2,"MEDIO","MEDIO",2,2,0
"Cars 3: Driven to Win","PlayStation 4",72,19,6.6,34,2017-06-13,"Racing/Arcade/Automobile","Racing",7.2,"MEDIO","MEDIO",0.600000000000001,0.600000000000001,0
"The Blackout Club","PlayStation 4",72,14,6.6,17,2019-07-30,"Action Adventure/Survival","Action Adventure",7.2,"MEDIO","MEDIO",0.600000000000001,0.600000000000001,0
"Team Sonic Racing","PlayStation 4",72,76,7.5,195,2019-05-21,"Racing/Arcade/Automobile","Racing",7.2,"MEDIO","ALTO",-0.3,0.3,0
"Just Dance 2015","PlayStation 4",72,8,5.9,34,2014-10-21,"Action/Miscellaneous/Rhythm/Dancing","Action",7.2,"MEDIO","MEDIO",1.3,1.3,0
"Need for Speed Heat","PlayStation 4",72,61,6.1,757,2019-11-08,"Racing/Arcade/Automobile","Racing",7.2,"MEDIO","MEDIO",1.1,1.1,0
"Assassin's Creed III Remastered","PlayStation 4",72,31,4.7,147,2019-03-29,"Action Adventure/Open-World","Action Adventure",7.2,"MEDIO","BAIXO",2.5,2.5,0
"GreedFall","PlayStation 4",72,37,7.8,377,2019-09-10,"Role-Playing/Action RPG","Role-Playing",7.2,"MEDIO","ALTO",-0.6,0.6,0
"NBA Live 18","PlayStation 4",72,24,5.9,118,2017-09-15,"Sports/Team/Basketball/Sim","Sports",7.2,"MEDIO","MEDIO",1.3,1.3,0
"The Adventure Pals","PlayStation 4",72,9,6.2,17,2018-04-03,"Action/Platformer/2D","Action",7.2,"MEDIO","MEDIO",1,1,0
"Assassin's Creed: The Ezio Collection","PlayStation 4",72,33,8,251,2016-11-15,"Miscellaneous/Compilation","Miscellaneous",7.2,"MEDIO","ALTO",-0.8,0.8,0
"Dragon Ball: Xenoverse 2","PlayStation 4",72,57,7.4,237,2016-10-25,"Action/Fighting/3D","Action",7.2,"MEDIO","MEDIO",-0.2,0.2,0
"Jotun: Valhalla Edition","PlayStation 4",72,19,6.8,14,2016-09-09,"Action/General","Action",7.2,"MEDIO","MEDIO",0.4,0.4,0
"LEGO The Hobbit","PlayStation 4",72,47,6.6,110,2014-04-08,"Historic/Action Adventure/General/Fantasy","Historic",7.2,"MEDIO","MEDIO",0.600000000000001,0.600000000000001,0
"Valley","PlayStation 4",72,15,7.4,39,2016-08-23,"Action Adventure/Open-World","Action Adventure",7.2,"MEDIO","MEDIO",-0.2,0.2,0
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue","PlayStation 4",72,29,5.7,52,2017-04-18,"Action/Adventure/General/3D/Third-Person","Action",7.2,"MEDIO","MEDIO",1.5,1.5,0
"Destiny: Rise of Iron","PlayStation 4",72,66,4.8,288,2016-09-20,"Action/Shooter/First-Person/Arcade","Action",7.2,"MEDIO","BAIXO",2.4,2.4,0
"Blood Bowl 2","PlayStation 4",72,18,6.9,47,2015-09-22,"Sports/General/Team/Football/Arcade","Sports",7.2,"MEDIO","MEDIO",0.3,0.3,0
"Warriors Orochi 4","PlayStation 4",72,27,7.4,36,2018-10-16,"Action/Beat-'Em-Up/3D","Action",7.2,"MEDIO","MEDIO",-0.2,0.2,0
"They Are Billions","PlayStation 4",72,19,5.3,15,2019-07-01,"Strategy/Real-Time/Defense","Strategy",7.2,"MEDIO","MEDIO",1.9,1.9,0
"Serial Cleaner","PlayStation 4",72,22,7.1,21,2017-07-11,"Action/Action Adventure/General/Linear","Action",7.2,"MEDIO","MEDIO",0.100000000000001,0.100000000000001,0
"Minecraft: Story Mode - Episode 4: A Block and a Hard Place","PlayStation 4",72,8,6.3,21,2015-12-22,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",7.2,"MEDIO","MEDIO",0.9,0.9,0
"Dead or Alive 6","PlayStation 4",72,71,5.3,316,2019-03-01,"Action/Fighting/3D","Action",7.2,"MEDIO","MEDIO",1.9,1.9,0
"Darksiders II: Deathinitive Edition","PlayStation 4",72,28,7.3,215,2015-10-30,"Action Adventure/Open-World","Action Adventure",7.2,"MEDIO","MEDIO",-0.0999999999999996,0.0999999999999996,0
"Shadow Warrior 2","PlayStation 4",72,10,7.2,73,2017-05-19,"Action/Shooter/First-Person/Arcade","Action",7.2,"MEDIO","MEDIO",0,0,0
"PlayerUnknown's Battlegrounds","PlayStation 4",72,29,3.1,159,2018-12-07,"Action/Shooter/First-Person/Tactical","Action",7.2,"MEDIO","BAIXO",4.1,4.1,0
"Marvel vs. Capcom: Infinite","PlayStation 4",72,73,4.6,244,2017-09-19,"Action/Fighting/2D","Action",7.2,"MEDIO","BAIXO",2.6,2.6,0
"Tembo the Badass Elephant","PlayStation 4",72,32,6.9,55,2015-07-21,"Action Adventure/General","Action Adventure",7.2,"MEDIO","MEDIO",0.3,0.3,0
"Capcom Beat 'Em Up Bundle","PlayStation 4",71,16,5.5,12,2018-09-18,"Miscellaneous/Compilation","Miscellaneous",7.1,"MEDIO","MEDIO",1.6,1.6,0
"Assassin's Creed IV: Black Flag - Freedom Cry","PlayStation 4",71,11,6.4,223,2013-12-18,"Action Adventure/Historic/Open-World","Action Adventure",7.1,"MEDIO","MEDIO",0.699999999999999,0.699999999999999,0
"World of Final Fantasy Maxima","PlayStation 4",71,10,6.9,14,2018-11-06,"Role-Playing/Japanese-Style","Role-Playing",7.1,"MEDIO","MEDIO",0.199999999999999,0.199999999999999,0
"Steep","PlayStation 4",71,62,6.4,271,2016-12-02,"Sports/Individual/Ski / Snowboard","Sports",7.1,"MEDIO","MEDIO",0.699999999999999,0.699999999999999,0
"God's Trigger","PlayStation 4",71,15,7.5,33,2019-04-18,"Action/Action Adventure/Shooter/Linear/Shoot-'Em-Up/Top-Down","Action",7.1,"MEDIO","ALTO",-0.4,0.4,0
"Payday 2: Crimewave Edition","PlayStation 4",71,30,4.2,135,2015-06-16,"Action/Shooter/First-Person/General/Fantasy/Arcade","Action",7.1,"MEDIO","BAIXO",2.9,2.9,0
"RIDE 3","PlayStation 4",71,27,6.2,58,2018-11-30,"Racing/Simulation/Automobile","Racing",7.1,"MEDIO","MEDIO",0.899999999999999,0.899999999999999,0
"Disney Infinity 2.0 Edition","PlayStation 4",71,46,5.5,43,2014-09-23,"Action Adventure/General/Fantasy","Action Adventure",7.1,"MEDIO","MEDIO",1.6,1.6,0
"Blackwood Crossing","PlayStation 4",71,19,6.8,30,2017-04-04,"Adventure/General","Adventure",7.1,"MEDIO","MEDIO",0.3,0.3,0
"Far Cry New Dawn","PlayStation 4",71,70,4.2,584,2019-02-15,"Action/Shooter/First-Person/Arcade","Action",7.1,"MEDIO","BAIXO",2.9,2.9,0
"The Escapists","PlayStation 4",71,21,6.2,33,2015-06-02,"Action/General","Action",7.1,"MEDIO","MEDIO",0.899999999999999,0.899999999999999,0
"Mantis Burn Racing","PlayStation 4",71,7,6.9,27,2016-10-12,"Racing/Arcade/Automobile","Racing",7.1,"MEDIO","MEDIO",0.199999999999999,0.199999999999999,0
"LEGO Marvel's Avengers","PlayStation 4",71,70,7.1,127,2016-01-26,"Action Adventure/General","Action Adventure",7.1,"MEDIO","MEDIO",0,0,0
"GRIP: Combat Racing","PlayStation 4",71,20,5.3,18,2018-11-06,"Racing/Arcade/Automobile","Racing",7.1,"MEDIO","MEDIO",1.8,1.8,0
"Romancing SaGa 2","PlayStation 4",71,10,7,8,2017-12-15,"Role-Playing/Japanese-Style","Role-Playing",7.1,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Tachyon Project","PlayStation 4",71,10,6,6,2016-01-19,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.1,"MEDIO","MEDIO",1.1,1.1,0
"Get Even","PlayStation 4",71,36,7.3,87,2017-06-23,"Modern/Action/Shooter/First-Person/Arcade","Modern",7.1,"MEDIO","MEDIO",-0.2,0.2,0
"Sebastien Loeb Rally Evo","PlayStation 4",71,28,7.4,93,2016-01-29,"Racing/General","Racing",7.1,"MEDIO","MEDIO",-0.300000000000001,0.300000000000001,0
"Transference","PlayStation 4",71,41,5.7,23,2018-09-18,"Adventure/3D/First-Person","Adventure",7.1,"MEDIO","MEDIO",1.4,1.4,0
"Uno","PlayStation 4",71,11,6.4,28,2016-08-16,"Miscellaneous/Board / Card Game","Miscellaneous",7.1,"MEDIO","MEDIO",0.699999999999999,0.699999999999999,0
"Assassin's Creed Rogue Remastered","PlayStation 4",71,31,6.5,150,2018-03-20,"Action Adventure/Open-World","Action Adventure",7.1,"MEDIO","MEDIO",0.6,0.6,0
"Tesla vs Lovecraft","PlayStation 4",71,8,6.5,16,2018-03-13,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.1,"MEDIO","MEDIO",0.6,0.6,0
"Portal Knights","PlayStation 4",71,26,6.4,37,2017-05-23,"Action/Role-Playing/General/Action RPG","Action",7.1,"MEDIO","MEDIO",0.699999999999999,0.699999999999999,0
"Bendy and the Ink Machine","PlayStation 4",71,8,7,27,2018-11-20,"Adventure/3D/First-Person","Adventure",7.1,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Zombi","PlayStation 4",71,29,5.9,210,2015-08-18,"Action/Action Adventure/Shooter/Survival/First-Person/Arcade","Action",7.1,"MEDIO","MEDIO",1.2,1.2,0
"The Sojourn","PlayStation 4",71,16,6.5,22,2019-09-20,"Adventure/3D/First-Person","Adventure",7.1,"MEDIO","MEDIO",0.6,0.6,0
"Ruiner","PlayStation 4",71,15,7.6,50,2017-09-26,"Action/General","Action",7.1,"MEDIO","ALTO",-0.5,0.5,0
"The LEGO Movie Videogame","PlayStation 4",71,31,7.1,110,2014-02-07,"Fantasy/Action Adventure/General/Fantasy","Fantasy",7.1,"MEDIO","MEDIO",0,0,0
"Mass Effect: Andromeda","PlayStation 4",71,61,4.9,3868,2017-03-21,"Role-Playing/Action RPG","Role-Playing",7.1,"MEDIO","BAIXO",2.2,2.2,0
"No Man's Sky","PlayStation 4",71,96,4.7,5319,2016-08-09,"Action/General/General/Action Adventure/Open-World","Action",7.1,"MEDIO","BAIXO",2.4,2.4,0
"Minecraft: Story Mode - Episode 1: The Order of the Stone","PlayStation 4",71,23,4.3,84,2015-10-13,"Action Adventure/Adventure/General/Point-and-Click/Linear","Action Adventure",7.1,"MEDIO","BAIXO",2.8,2.8,0
"Sherlock Holmes: The Devil's Daughter","PlayStation 4",71,28,7.1,148,2016-10-25,"Adventure/General","Adventure",7.1,"MEDIO","MEDIO",0,0,0
"BUTCHER","PlayStation 4",71,15,7.2,11,2017-05-09,"Action/Platformer/2D","Action",7.1,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,0
"Afterparty","PlayStation 4",70,11,6.8,23,2019-10-29,"Adventure/General","Adventure",7,"MEDIO","MEDIO",0.2,0.2,0
"Batman: The Enemy Within - Episode 1: The Enigma","PlayStation 4",70,8,6,25,2017-08-08,"Adventure/Point-and-Click","Adventure",7,"MEDIO","MEDIO",1,1,0
"Deadlight: Director's Cut","PlayStation 4",70,28,6.6,33,2016-06-21,"Action/Platformer/2D","Action",7,"MEDIO","MEDIO",0.4,0.4,0
"Starlink: Battle for Atlas","PlayStation 4",70,17,5.8,42,2018-10-16,"Simulation/Space/Combat","Simulation",7,"MEDIO","MEDIO",1.2,1.2,0
"Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion","PlayStation 4",70,11,7.1,46,2017-02-03,"Action/Fighting/3D","Action",7,"MEDIO","MEDIO",-0.0999999999999996,0.0999999999999996,0
"Styx: Master of Shadows","PlayStation 4",70,9,6.4,128,2014-10-07,"Sci-Fi/Action Adventure/General","Sci-Fi",7,"MEDIO","MEDIO",0.6,0.6,0
"The Walking Dead: Michonne - Episode 1: In Too Deep","PlayStation 4",70,10,7,51,2016-02-23,"Adventure/3D/Third-Person","Adventure",7,"MEDIO","MEDIO",0,0,0
"Code Vein","PlayStation 4",70,69,7.8,539,2019-09-27,"Role-Playing/Action RPG","Role-Playing",7,"MEDIO","ALTO",-0.8,0.8,0
"NASCAR Heat 4","PlayStation 4",70,7,5.2,17,2019-09-10,"Racing/Simulation/Automobile","Racing",7,"MEDIO","MEDIO",1.8,1.8,0
"Fe","PlayStation 4",70,53,6.5,68,2018-02-16,"Action/General","Action",7,"MEDIO","MEDIO",0.5,0.5,0
"LEGO Jurassic World","PlayStation 4",70,46,7.1,107,2015-06-09,"Action Adventure/General","Action Adventure",7,"MEDIO","MEDIO",-0.0999999999999996,0.0999999999999996,0
