"name","plataform","metascore","metascore_reviews","userscore","userscore_reviews","release","genre","genero_principal","metascore_norm","metascore_cat","userscore_cat","diff_m_u","diff_m_u_abs","exclusivo"
"Metal Gear Solid V: Ground Zeroes","Xbox One",76,13,5.6,378,2014-03-18,"Action Adventure/General/Modern/Open-World","Action Adventure",7.6,"ALTO","MEDIO",2,2,0
"Jurassic World Evolution","Xbox One",76,17,6.5,47,2018-06-12,"Strategy/Management/Business / Tycoon","Strategy",7.6,"ALTO","MEDIO",1.1,1.1,0
"Redout","Xbox One",76,10,7.9,27,2017-08-29,"Racing/General/Arcade/Futuristic","Racing",7.6,"ALTO","ALTO",-0.300000000000001,0.300000000000001,0
"Unravel","Xbox One",75,23,8,142,2016-02-09,"Action/Platformer/2D","Action",7.5,"ALTO","ALTO",-0.5,0.5,0
"Darksiders II: Deathinitive Edition","Xbox One",75,10,7.3,47,2015-10-30,"Action Adventure/Open-World","Action Adventure",7.5,"ALTO","MEDIO",0.2,0.2,0
"Code Vein","Xbox One",75,14,7.6,100,2019-09-27,"Role-Playing/Action RPG","Role-Playing",7.5,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,0
"Wolfenstein: The Old Blood","Xbox One",75,23,7.7,138,2015-05-05,"Action/Shooter/First-Person/Arcade","Action",7.5,"ALTO","ALTO",-0.2,0.2,0
"Strange Brigade","Xbox One",75,24,6.3,22,2018-08-28,"Action/Shooter/Third-Person/Arcade","Action",7.5,"ALTO","MEDIO",1.2,1.2,0
"Tempest 4000","Xbox One",75,9,6.8,5,2018-07-17,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.5,"ALTO","MEDIO",0.7,0.7,0
"Minecraft: Story Mode - Episode 3: The Last Place You Look","Xbox One",75,9,6.8,20,2015-11-24,"Action Adventure/Adventure/General/Point-and-Click/Linear","Action Adventure",7.5,"ALTO","MEDIO",0.7,0.7,0
"Need for Speed: Rivals","Xbox One",75,18,5.8,198,2013-11-22,"Driving/Racing/Simulation/GT / Street/GT / Street/Automobile","Driving",7.5,"ALTO","MEDIO",1.7,1.7,0
"Hitman - Intro Pack","Xbox One",75,11,4.4,87,2016-03-11,"Action Adventure/General","Action Adventure",7.5,"ALTO","BAIXO",3.1,3.1,0
"Tesla vs Lovecraft","Xbox One",75,14,7.3,7,2018-03-16,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.5,"ALTO","MEDIO",0.2,0.2,0
"Worms W.M.D","Xbox One",75,24,7,8,2016-08-23,"Strategy/Turn-Based/Artillery","Strategy",7.5,"ALTO","MEDIO",0.5,0.5,0
"Star Wars Battlefront","Xbox One",75,40,4.5,1231,2015-11-17,"General/General/Action/Shooter/First-Person/Tactical","General",7.5,"ALTO","BAIXO",3,3,0
"Far Cry New Dawn","Xbox One",75,26,4,187,2019-02-15,"Action/Shooter/First-Person/Arcade","Action",7.5,"ALTO","BAIXO",3.5,3.5,0
"MotoGP 19","Xbox One",75,9,7.4,11,2019-06-06,"Racing/Simulation/Automobile","Racing",7.5,"ALTO","MEDIO",0.0999999999999996,0.0999999999999996,0
"Batman: The Telltale Series - Episode 4: Guardian of Gotham","Xbox One",75,7,5.4,9,2016-11-22,"Adventure/Point-and-Click","Adventure",7.5,"ALTO","MEDIO",2.1,2.1,0
"Resident Evil 5","Xbox One",75,8,7.8,74,2016-06-28,"Action Adventure/Survival","Action Adventure",7.5,"ALTO","ALTO",-0.3,0.3,0
"Destiny","Xbox One",75,11,5.5,1769,2014-09-09,"Shooter/Sci-Fi/Action/Shooter/First-Person/Sci-Fi/Arcade","Shooter",7.5,"ALTO","MEDIO",2,2,0
"The Little Acre","Xbox One",75,14,6.9,7,2016-12-13,"Action Adventure/Linear","Action Adventure",7.5,"ALTO","MEDIO",0.6,0.6,0
"Table Top Racing: World Tour","Xbox One",75,8,5.6,5,2017-03-10,"Racing/Arcade/Automobile","Racing",7.5,"ALTO","MEDIO",1.9,1.9,0
"Transformers: Devastation","Xbox One",75,25,7.6,67,2015-10-06,"Action/Beat-'Em-Up/3D","Action",7.5,"ALTO","ALTO",-0.0999999999999996,0.0999999999999996,0
"Kerbal Space Program","Xbox One",75,13,7.2,17,2016-07-15,"Simulation/Space/Combat","Simulation",7.5,"ALTO","MEDIO",0.3,0.3,0
"Resident Evil: Revelations 2","Xbox One",75,22,7.8,161,2015-03-17,"Horror/Action Adventure/Survival","Horror",7.5,"ALTO","ALTO",-0.3,0.3,0
"Sleeping Dogs: Definitive Edition","Xbox One",75,18,8,108,2014-10-14,"Action Adventure/Modern/Open-World","Action Adventure",7.5,"ALTO","ALTO",-0.5,0.5,0
"NBA Live 19","Xbox One",75,12,6.4,34,2018-09-07,"Sports/Team/Basketball/Sim","Sports",7.5,"ALTO","MEDIO",1.1,1.1,0
"Afterparty","Xbox One",75,12,6.8,35,2019-10-29,"Adventure/General","Adventure",7.5,"ALTO","MEDIO",0.7,0.7,0
"Chime Sharp","Xbox One",75,8,2.1,7,2017-02-24,"Puzzle/General","Puzzle",7.5,"ALTO","BAIXO",5.4,5.4,0
"Prison Architect","Xbox One",75,14,6.8,12,2016-07-01,"Strategy/General/Management/Business / Tycoon","Strategy",7.5,"ALTO","MEDIO",0.7,0.7,0
"Evolve","Xbox One",74,31,5.1,352,2015-02-10,"Action/Shooter/First-Person/Sci-Fi/Arcade","Action",7.4,"MEDIO","MEDIO",2.3,2.3,0
"Minit","Xbox One",74,8,6.4,16,2018-04-03,"Adventure/General","Adventure",7.4,"MEDIO","MEDIO",1,1,0
"Resident Evil: Revelations 2 - Episode 2: Contemplation","Xbox One",74,11,7.4,26,2015-03-04,"Action Adventure/Survival","Action Adventure",7.4,"MEDIO","MEDIO",0,0,0
"Onimusha: Warlords","Xbox One",74,15,6.4,29,2019-01-15,"Action Adventure/General","Action Adventure",7.4,"MEDIO","MEDIO",1,1,0
"Tom Clancy's Rainbow Six Siege","Xbox One",74,24,7,382,2015-12-01,"Modern/Action/Shooter/First-Person/Tactical","Modern",7.4,"MEDIO","MEDIO",0.4,0.4,0
"Need for Speed Heat","Xbox One",74,29,6.7,162,2019-11-08,"Racing/Arcade/Automobile","Racing",7.4,"MEDIO","MEDIO",0.7,0.7,0
"A Hat in Time","Xbox One",74,17,7.9,50,2017-12-06,"Action/Platformer/3D","Action",7.4,"MEDIO","ALTO",-0.5,0.5,0
"The Escapists","Xbox One",74,31,6.7,33,2015-02-13,"Action/General","Action",7.4,"MEDIO","MEDIO",0.7,0.7,0
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue","Xbox One",74,12,5.7,17,2017-04-18,"Action/Adventure/General/3D/Third-Person","Action",7.4,"MEDIO","MEDIO",1.7,1.7,0
"Life is Strange 2: Episode 2 - Rules","Xbox One",74,7,4.4,27,2019-01-24,"Action Adventure/General","Action Adventure",7.4,"MEDIO","BAIXO",3,3,0
"The Surge","Xbox One",74,17,7.1,80,2017-05-16,"Role-Playing/Action RPG","Role-Playing",7.4,"MEDIO","MEDIO",0.300000000000001,0.300000000000001,0
"Grow Up","Xbox One",74,8,6.9,19,2016-08-16,"Action Adventure/Open-World","Action Adventure",7.4,"MEDIO","MEDIO",0.5,0.5,0
"Life is Strange: Episode 4 - Dark Room","Xbox One",74,11,8.4,107,2015-07-28,"Action Adventure/General","Action Adventure",7.4,"MEDIO","ALTO",-1,1,0
"Snake Pass","Xbox One",74,18,6.1,18,2017-03-29,"Action Adventure/Puzzle/Action/General","Action Adventure",7.4,"MEDIO","MEDIO",1.3,1.3,0
"Super Cloudbuilt","Xbox One",74,8,7.1,9,2017-07-28,"Action Adventure/General","Action Adventure",7.4,"MEDIO","MEDIO",0.300000000000001,0.300000000000001,0
"Resident Evil: Revelations 2 - Episode 4: Metamorphosis","Xbox One",74,10,7.4,19,2015-03-18,"Action Adventure/Survival","Action Adventure",7.4,"MEDIO","MEDIO",0,0,0
"LEGO Marvel Super Heroes 2","Xbox One",74,18,7.3,23,2017-11-14,"Action/Platformer/3D","Action",7.4,"MEDIO","MEDIO",0.100000000000001,0.100000000000001,0
"Tachyon Project","Xbox One",74,11,6.9,8,2015-07-15,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.4,"MEDIO","MEDIO",0.5,0.5,0
"Attack on Titan 2","Xbox One",74,10,6.5,15,2018-03-20,"Action/General","Action",7.4,"MEDIO","MEDIO",0.9,0.9,0
"Shadow Warrior","Xbox One",74,14,7.5,64,2014-10-21,"Action/Shooter/Shooter/First-Person/Fantasy/Fantasy/Arcade","Action",7.4,"MEDIO","ALTO",-0.0999999999999996,0.0999999999999996,0
"Attack on Titan 2: Final Battle","Xbox One",74,7,4.8,6,2019-07-05,"Action/General","Action",7.4,"MEDIO","BAIXO",2.6,2.6,0
"Dying Light","Xbox One",74,26,7.8,451,2015-01-27,"Horror/Action Adventure/Horror/Survival","Horror",7.4,"MEDIO","ALTO",-0.399999999999999,0.399999999999999,0
"LEGO The Incredibles","Xbox One",74,9,7.1,12,2018-06-15,"Action Adventure/General/Open-World","Action Adventure",7.4,"MEDIO","MEDIO",0.300000000000001,0.300000000000001,0
"LEGO Batman 3: Beyond Gotham","Xbox One",74,25,7,47,2014-11-11,"Action Adventure/General/Modern","Action Adventure",7.4,"MEDIO","MEDIO",0.4,0.4,0
"NASCAR Heat 4","Xbox One",74,7,5.8,5,2019-09-10,"Racing/Simulation/Automobile","Racing",7.4,"MEDIO","MEDIO",1.6,1.6,0
"Fallout 4: Automatron","Xbox One",74,11,6,60,2016-03-22,"Role-Playing/Western-Style","Role-Playing",7.4,"MEDIO","MEDIO",1.4,1.4,0
"Destiny 2: Shadowkeep","Xbox One",73,10,6.9,41,2019-10-01,"Action/Shooter/First-Person/Arcade","Action",7.3,"MEDIO","MEDIO",0.399999999999999,0.399999999999999,0
"Just Dance 2017","Xbox One",73,7,6.6,11,2016-10-25,"Action/Rhythm/Dancing","Action",7.3,"MEDIO","MEDIO",0.7,0.7,0
"Jotun: Valhalla Edition","Xbox One",73,13,5.7,6,2016-09-09,"Action/General","Action",7.3,"MEDIO","MEDIO",1.6,1.6,0
"Life is Strange: Episode 2 - Out of Time","Xbox One",73,9,8.1,71,2015-03-25,"Action Adventure/General","Action Adventure",7.3,"MEDIO","ALTO",-0.8,0.8,0
"Sega Genesis Classics","Xbox One",73,12,7.5,12,2018-05-29,"Miscellaneous/Compilation","Miscellaneous",7.3,"MEDIO","ALTO",-0.2,0.2,0
"LEGO Harry Potter Collection","Xbox One",73,8,8,5,2018-10-30,"Miscellaneous/Compilation","Miscellaneous",7.3,"MEDIO","ALTO",-0.7,0.7,0
"Chariot","Xbox One",73,14,7.5,61,2014-10-01,"Action/Platformer/2D","Action",7.3,"MEDIO","ALTO",-0.2,0.2,0
"Life is Strange 2: Episode 3 - Wastelands","Xbox One",73,7,6,26,2019-05-09,"Action Adventure/General","Action Adventure",7.3,"MEDIO","MEDIO",1.3,1.3,0
"State of Mind","Xbox One",73,11,7.3,14,2018-08-15,"Action Adventure/Adventure/General/3D/Third-Person","Action Adventure",7.3,"MEDIO","MEDIO",0,0,0
"Batman: The Telltale Series - Episode 3: New World Order","Xbox One",73,7,7.3,12,2016-10-25,"Adventure/Point-and-Click","Adventure",7.3,"MEDIO","MEDIO",0,0,0
"Saints Row IV: Re-Elected","Xbox One",73,7,6.9,49,2015-01-20,"Action Adventure/Modern/Open-World","Action Adventure",7.3,"MEDIO","MEDIO",0.399999999999999,0.399999999999999,0
"Mulaka","Xbox One",73,11,6.2,10,2018-03-02,"Action Adventure/General","Action Adventure",7.3,"MEDIO","MEDIO",1.1,1.1,0
"Human: Fall Flat","Xbox One",73,11,6.6,25,2017-05-12,"Action Adventure/General","Action Adventure",7.3,"MEDIO","MEDIO",0.7,0.7,0
"Resident Evil: Revelations 2 - Episode 3: Judgment","Xbox One",73,11,7.3,26,2015-03-11,"Action Adventure/Survival","Action Adventure",7.3,"MEDIO","MEDIO",0,0,0
"Sparklite","Xbox One",73,7,7,5,2019-11-15,"Action Adventure/General","Action Adventure",7.3,"MEDIO","MEDIO",0.3,0.3,0
"Team Sonic Racing","Xbox One",73,13,7.3,67,2019-05-21,"Racing/Arcade/Automobile","Racing",7.3,"MEDIO","MEDIO",0,0,0
"Sniper Elite V2 Remastered","Xbox One",73,14,5.9,13,2019-05-14,"Action/Shooter/Third-Person/Tactical","Action",7.3,"MEDIO","MEDIO",1.4,1.4,0
"Dragon Ball: Xenoverse 2","Xbox One",73,9,7,55,2016-10-25,"Action/Fighting/3D","Action",7.3,"MEDIO","MEDIO",0.3,0.3,0
"Warhammer: Chaosbane","Xbox One",73,11,5.6,18,2019-05-31,"Role-Playing/Action RPG","Role-Playing",7.3,"MEDIO","MEDIO",1.7,1.7,0
"Destiny: Rise of Iron","Xbox One",73,16,3.5,78,2016-09-20,"Action/Shooter/First-Person/Arcade","Action",7.3,"MEDIO","BAIXO",3.8,3.8,0
"The Sojourn","Xbox One",73,9,6.7,15,2019-09-20,"Adventure/3D/First-Person","Adventure",7.3,"MEDIO","MEDIO",0.6,0.6,0
"Resident Evil: Revelations 2 - Episode 1: Penal Colony","Xbox One",73,16,7.2,116,2015-02-25,"Action Adventure/Survival","Action Adventure",7.3,"MEDIO","MEDIO",0.0999999999999996,0.0999999999999996,0
"They Are Billions","Xbox One",73,14,5.9,7,2019-07-01,"Strategy/Real-Time/Defense","Strategy",7.3,"MEDIO","MEDIO",1.4,1.4,0
"Get Even","Xbox One",73,14,7.5,37,2017-06-23,"Modern/Action/Shooter/First-Person/Arcade","Modern",7.3,"MEDIO","ALTO",-0.2,0.2,0
"Pure Farming 2018","Xbox One",73,9,7,5,2018-03-13,"Simulation/Virtual/Career","Simulation",7.3,"MEDIO","MEDIO",0.3,0.3,0
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You","Xbox One",73,7,6.5,6,2017-10-10,"Action/Adventure/General/3D/Third-Person","Action",7.3,"MEDIO","MEDIO",0.8,0.8,0
"Warriors Orochi 3 Ultimate","Xbox One",73,8,7,22,2014-09-02,"Action/Beat-'Em-Up/3D","Action",7.3,"MEDIO","MEDIO",0.3,0.3,0
"Yooka-Laylee","Xbox One",73,39,5.6,125,2017-04-11,"Action/Platformer/3D","Action",7.3,"MEDIO","MEDIO",1.7,1.7,0
"Madden NFL 25","Xbox One",73,18,5.8,113,2013-11-19,"Sports/Traditional/Team/Football/Arcade/Arcade/Sim","Sports",7.3,"MEDIO","MEDIO",1.5,1.5,0
"Disney Infinity 2.0 Edition","Xbox One",73,19,4.9,19,2014-09-23,"Action Adventure/General/Fantasy","Action Adventure",7.3,"MEDIO","BAIXO",2.4,2.4,0
"My Time At Portia","Xbox One",73,11,6.6,13,2019-04-16,"Simulation/Virtual/Virtual Life","Simulation",7.3,"MEDIO","MEDIO",0.7,0.7,0
"World War Z","Xbox One",73,17,5.6,156,2019-04-16,"Action/Shooter/First-Person/Tactical","Action",7.3,"MEDIO","MEDIO",1.7,1.7,0
"Agents of Mayhem","Xbox One",73,18,6.3,55,2017-08-15,"Action Adventure/Open-World","Action Adventure",7.3,"MEDIO","MEDIO",1,1,0
"Red Faction: Guerrilla Re-Mars-tered","Xbox One",73,16,4.2,13,2018-07-03,"Action/Shooter/Third-Person/Arcade","Action",7.3,"MEDIO","BAIXO",3.1,3.1,0
"Mad Max","Xbox One",72,18,7.6,311,2015-09-01,"Action/Action Adventure/General/General/Open-World","Action",7.2,"MEDIO","ALTO",-0.399999999999999,0.399999999999999,0
"Game of Thrones: Episode Five - A Nest of Vipers","Xbox One",72,10,6.9,16,2015-07-22,"Action/Adventure/General/Point-and-Click","Action",7.2,"MEDIO","MEDIO",0.3,0.3,0
"RAGE 2","Xbox One",72,21,6,195,2019-05-14,"Action/Shooter/First-Person/Arcade","Action",7.2,"MEDIO","MEDIO",1.2,1.2,0
"LEGO DC Super-Villains","Xbox One",72,18,7.9,20,2018-10-16,"Action Adventure/General","Action Adventure",7.2,"MEDIO","ALTO",-0.7,0.7,0
"Shenmue I & II","Xbox One",72,10,7.8,70,2018-08-21,"Miscellaneous/Compilation","Miscellaneous",7.2,"MEDIO","ALTO",-0.6,0.6,0
"Lara Croft and the Temple of Osiris","Xbox One",72,31,6,55,2014-12-09,"Action/Action Adventure/Platformer/Linear/2D","Action",7.2,"MEDIO","MEDIO",1.2,1.2,0
"Spintires: Mudrunner","Xbox One",72,10,7,19,2017-10-31,"Simulation/Vehicle/Civilian","Simulation",7.2,"MEDIO","MEDIO",0.2,0.2,0
"NBA Live 18","Xbox One",72,16,5.2,48,2017-09-15,"Sports/Team/Basketball/Sim","Sports",7.2,"MEDIO","MEDIO",2,2,0
"Sea of Solitude","Xbox One",72,20,6.6,27,2019-07-05,"Action Adventure/Adventure/3D/Linear/Third-Person","Action Adventure",7.2,"MEDIO","MEDIO",0.600000000000001,0.600000000000001,0
"Zombi","Xbox One",72,18,6.3,60,2015-08-18,"Action/Action Adventure/Shooter/Survival/First-Person/Arcade","Action",7.2,"MEDIO","MEDIO",0.9,0.9,0
"Mirror's Edge Catalyst","Xbox One",72,46,5.7,247,2016-06-07,"Action/Shooter/First-Person/Modern/Modern/Modern/Action Adventure/General","Action",7.2,"MEDIO","MEDIO",1.5,1.5,0
"Ancestors: The Humankind Odyssey","Xbox One",72,10,5.2,19,2019-12-06,"Action Adventure/General/Survival","Action Adventure",7.2,"MEDIO","MEDIO",2,2,0
"WWE 2K16","Xbox One",72,18,5.3,91,2015-10-27,"Action/Sports/General/Individual/Combat/Wrestling","Action",7.2,"MEDIO","MEDIO",1.9,1.9,0
"Max: The Curse of Brotherhood","Xbox One",72,51,7.4,298,2013-12-20,"Fantasy/Action Adventure/General/Fantasy","Fantasy",7.2,"MEDIO","MEDIO",-0.2,0.2,0
"Late Shift","Xbox One",72,16,7,36,2017-04-18,"Adventure/General","Adventure",7.2,"MEDIO","MEDIO",0.2,0.2,0
"Disney Classic Games: Aladdin and the Lion King","Xbox One",72,8,4.2,6,2019-10-29,"Miscellaneous/Compilation","Miscellaneous",7.2,"MEDIO","BAIXO",3,3,0
"Sword Art Online: Fatal Bullet","Xbox One",72,8,7.4,36,2018-02-23,"Action/Shooter/Third-Person/Arcade","Action",7.2,"MEDIO","MEDIO",-0.2,0.2,0
"BUTCHER","Xbox One",72,12,6.5,6,2017-05-10,"Action/Platformer/2D","Action",7.2,"MEDIO","MEDIO",0.7,0.7,0
"Assassin's Creed Unity","Xbox One",72,59,4.5,1140,2014-11-11,"Action Adventure/Historic/Open-World","Action Adventure",7.2,"MEDIO","BAIXO",2.7,2.7,0
"Final Fantasy Type-0 HD","Xbox One",72,12,8.2,225,2015-03-17,"Role-Playing/Action RPG","Role-Playing",7.2,"MEDIO","ALTO",-0.999999999999999,0.999999999999999,0
"Styx: Shards of Darkness","Xbox One",72,12,7.4,27,2017-03-14,"Action Adventure/General","Action Adventure",7.2,"MEDIO","MEDIO",-0.2,0.2,0
"Stranger Things 3: The Game","Xbox One",72,10,4.9,7,2019-07-04,"Action Adventure/General","Action Adventure",7.2,"MEDIO","BAIXO",2.3,2.3,0
"Anima: Gate of Memories","Xbox One",72,8,7.5,28,2016-06-03,"Role-Playing/Action RPG","Role-Playing",7.2,"MEDIO","ALTO",-0.3,0.3,0
"Steep","Xbox One",72,18,6.5,66,2016-12-02,"Sports/Individual/Ski / Snowboard","Sports",7.2,"MEDIO","MEDIO",0.7,0.7,0
"Ghost Blade HD","Xbox One",72,8,6.4,7,2017-02-28,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",7.2,"MEDIO","MEDIO",0.8,0.8,0
"Planet Alpha","Xbox One",72,14,6.9,7,2018-09-04,"Action/Platformer/2D","Action",7.2,"MEDIO","MEDIO",0.3,0.3,0
"Neon Chrome","Xbox One",72,7,7,9,2016-05-31,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",7.2,"MEDIO","MEDIO",0.2,0.2,0
"The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running","Xbox One",72,10,7.6,20,2018-08-14,"Adventure/Point-and-Click","Adventure",7.2,"MEDIO","ALTO",-0.399999999999999,0.399999999999999,0
"Battlefield Hardline","Xbox One",71,27,5.2,326,2015-03-17,"Modern/Action/Shooter/First-Person/Tactical/Arcade","Modern",7.1,"MEDIO","MEDIO",1.9,1.9,0
"Sherlock Holmes: Crimes & Punishments","Xbox One",71,8,6.8,78,2014-09-30,"Adventure/General","Adventure",7.1,"MEDIO","MEDIO",0.3,0.3,0
"Minecraft: Story Mode Season Two - Episode 1: Hero in Residence","Xbox One",71,7,3.9,15,2017-07-11,"Adventure/Point-and-Click","Adventure",7.1,"MEDIO","BAIXO",3.2,3.2,0
"Minecraft: Story Mode - Episode 4: A Block and a Hard Place","Xbox One",71,8,6.3,13,2015-12-22,"Action Adventure/Adventure/Point-and-Click/Linear","Action Adventure",7.1,"MEDIO","MEDIO",0.8,0.8,0
"LEGO Marvel's Avengers","Xbox One",71,18,5.9,29,2016-01-26,"Action Adventure/General","Action Adventure",7.1,"MEDIO","MEDIO",1.2,1.2,0
"Tower of Guns","Xbox One",71,13,6.1,19,2015-04-10,"Sci-Fi/Action/Shooter/First-Person/Arcade","Sci-Fi",7.1,"MEDIO","MEDIO",1,1,0
"Just Cause 3","Xbox One",71,24,6.8,249,2015-12-01,"Sci-Fi/Action Adventure/Open-World","Sci-Fi",7.1,"MEDIO","MEDIO",0.3,0.3,0
"Assassin's Creed Rogue Remastered","Xbox One",71,17,7.2,41,2018-03-20,"Action Adventure/Open-World","Action Adventure",7.1,"MEDIO","MEDIO",-0.100000000000001,0.100000000000001,0
"Battleborn","Xbox One",71,20,7.1,180,2016-05-03,"Sci-Fi/Action/Shooter/First-Person/Tactical/Arcade","Sci-Fi",7.1,"MEDIO","MEDIO",0,0,0
"Warhammer 40.000: Inquisitor – Martyr","Xbox One",71,11,5.5,22,2018-07-05,"Strategy/Real-Time/General","Strategy",7.1,"MEDIO","MEDIO",1.6,1.6,0
"Lords of the Fallen","Xbox One",71,13,6.6,181,2014-10-28,"Role-Playing/Action RPG/Action RPG","Role-Playing",7.1,"MEDIO","MEDIO",0.5,0.5,0
"Devil May Cry HD Collection","Xbox One",71,9,8.8,84,2018-03-13,"Miscellaneous/Compilation","Miscellaneous",7.1,"MEDIO","ALTO",-1.7,1.7,0
"Oceanhorn: Monster of Uncharted Seas","Xbox One",71,11,8.2,37,2016-09-07,"Action Adventure/Open-World","Action Adventure",7.1,"MEDIO","ALTO",-1.1,1.1,0
"Assassin's Creed: The Ezio Collection","Xbox One",71,16,7.8,67,2016-11-15,"Miscellaneous/Compilation","Miscellaneous",7.1,"MEDIO","ALTO",-0.7,0.7,0
"AER: Memories of Old","Xbox One",71,9,7.1,13,2017-10-25,"Action Adventure/General/Open-World","Action Adventure",7.1,"MEDIO","MEDIO",0,0,0
"Etherborn","Xbox One",71,10,8,9,2019-07-18,"Adventure/3D/First-Person/Third-Person","Adventure",7.1,"MEDIO","ALTO",-0.9,0.9,0
"Space Hulk: Tactics","Xbox One",71,8,7.7,10,2018-10-09,"Strategy/Turn-Based/Tactics","Strategy",7.1,"MEDIO","ALTO",-0.600000000000001,0.600000000000001,0
"FOX n FORESTS","Xbox One",71,7,7.6,11,2018-05-30,"Action/Platformer/2D","Action",7.1,"MEDIO","ALTO",-0.5,0.5,0
"King's Quest Chapter 2: Rubble Without a Cause","Xbox One",71,11,6.3,10,2015-12-15,"Adventure/General","Adventure",7.1,"MEDIO","MEDIO",0.8,0.8,0
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling","Xbox One",70,8,4.9,7,2017-08-22,"Action/Adventure/General/3D/Third-Person","Action",7,"MEDIO","BAIXO",2.1,2.1,0
"Just Cause 4","Xbox One",70,24,5.8,142,2018-12-04,"Action Adventure/Open-World","Action Adventure",7,"MEDIO","MEDIO",1.2,1.2,0
"Conarium","Xbox One",70,10,5.3,6,2019-02-12,"Adventure/3D/First-Person","Adventure",7,"MEDIO","MEDIO",1.7,1.7,0
"LEGO Jurassic World","Xbox One",70,17,6.8,54,2015-06-12,"Action Adventure/General","Action Adventure",7,"MEDIO","MEDIO",0.2,0.2,0
"Bendy and the Ink Machine","Xbox One",70,8,7.4,12,2018-11-20,"Adventure/3D/First-Person","Adventure",7,"MEDIO","MEDIO",-0.4,0.4,0
"Super Monkey Ball: Banana Blitz HD","Xbox One",70,7,4.8,11,2019-10-29,"Miscellaneous/Party / Minigame","Miscellaneous",7,"MEDIO","BAIXO",2.2,2.2,0
"MXGP 2019","Xbox One",70,8,5.5,11,2019-08-27,"Racing/Arcade/Automobile","Racing",7,"MEDIO","MEDIO",1.5,1.5,0
"Snooker 19","Xbox One",70,8,5.4,7,2019-04-17,"Sports/Individual/Billiards","Sports",7,"MEDIO","MEDIO",1.6,1.6,0
"WRC 7","Xbox One",70,11,6.6,11,2017-09-15,"Racing/Simulation/Automobile","Racing",7,"MEDIO","MEDIO",0.4,0.4,0
"The Assembly","Xbox One",70,7,6,4,2017-01-20,"Miscellaneous/General","Miscellaneous",7,"MEDIO","MEDIO",1,1,0
"Blood Bowl 2","Xbox One",70,9,7.3,12,2015-09-22,"Sports/General/Team/Football/Arcade","Sports",7,"MEDIO","MEDIO",-0.3,0.3,0
"Just Dance 2015","Xbox One",70,17,7.7,20,2014-10-21,"Action/Miscellaneous/Rhythm/Dancing","Action",7,"MEDIO","ALTO",-0.7,0.7,0
"EA Sports UFC","Xbox One",70,23,6.3,163,2014-06-17,"General/Sports/General/Individual/Combat/Boxing / Martial Arts","General",7,"MEDIO","MEDIO",0.7,0.7,0
"Worms Battlegrounds","Xbox One",70,12,6.2,40,2014-05-30,"Strategy/Turn-Based/Wargame/Artillery","Strategy",7,"MEDIO","MEDIO",0.8,0.8,0
"Tembo the Badass Elephant","Xbox One",70,13,7.3,28,2015-07-21,"Action Adventure/General","Action Adventure",7,"MEDIO","MEDIO",-0.3,0.3,0
"Fe","Xbox One",70,29,7.2,29,2018-02-16,"Action/General","Action",7,"MEDIO","MEDIO",-0.2,0.2,0
"Vampyr","Xbox One",70,16,6.7,138,2018-06-05,"Role-Playing/General/Action RPG","Role-Playing",7,"MEDIO","MEDIO",0.3,0.3,0
"ToeJam & Earl: Back in the Groove","Xbox One",70,11,5.7,22,2019-03-01,"Action/General/Platformer/2D","Action",7,"MEDIO","MEDIO",1.3,1.3,0
"Genesis Alpha One","Xbox One",69,16,4,25,2019-01-29,"Action/Shooter/First-Person/Arcade","Action",6.9,"MEDIO","BAIXO",2.9,2.9,0
"Styx: Master of Shadows","Xbox One",69,8,7.2,36,2014-10-08,"Action Adventure/Sci-Fi/General","Action Adventure",6.9,"MEDIO","MEDIO",-0.3,0.3,0
"Battle Princess Madelyn","Xbox One",69,7,6.5,13,2018-12-06,"Action/Platformer/2D","Action",6.9,"MEDIO","MEDIO",0.4,0.4,0
"Thief","Xbox One",69,21,6,289,2014-02-25,"Fantasy/Action Adventure/General/Fantasy","Fantasy",6.9,"MEDIO","MEDIO",0.9,0.9,0
"Deadlight: Director's Cut","Xbox One",69,13,7.1,19,2016-06-21,"Action/Platformer/2D","Action",6.9,"MEDIO","MEDIO",-0.199999999999999,0.199999999999999,0
"LEGO The Hobbit","Xbox One",69,20,6.9,39,2014-04-08,"Historic/Action Adventure/General/Fantasy","Historic",6.9,"MEDIO","MEDIO",0,0,0
"The Golf Club 2","Xbox One",69,7,5.7,13,2017-06-27,"Sports/Individual/Golf/Arcade","Sports",6.9,"MEDIO","MEDIO",1.2,1.2,0
"The Blackout Club","Xbox One",69,7,7.1,8,2019-07-30,"Action Adventure/Survival","Action Adventure",6.9,"MEDIO","MEDIO",-0.199999999999999,0.199999999999999,0
